municipio,Ano,focos
SANTA LUZIA DO PARÁ,2014,59
SANTA LUZIA DO PARÁ,2015,88
SANTA LUZIA DO PARÁ,2016,39
SANTA LUZIA DO PARÁ,2017,75
SANTA LUZIA DO PARÁ,2018,31
SANTA LUZIA DO PARÁ,2019,42
SANTA LUZIA DO PARÁ,2020,42
SANTA LUZIA DO PARÁ,2021,34
SANTA LUZIA DO PARÁ,2022,56
SANTA LUZIA DO PARÁ,2023,31
SANTA LUZIA DO PARÁ,2024,31
SANTA MARIA DAS BARREIRAS,2008,937
SANTA MARIA DAS BARREIRAS,2009,446
SANTA MARIA DAS BARREIRAS,2010,2674
SANTA MARIA DAS BARREIRAS,2011,373
SANTA MARIA DAS BARREIRAS,2012,807
SANTA MARIA DAS BARREIRAS,2013,528
SANTA MARIA DAS BARREIRAS,2014,526
SANTA MARIA DAS BARREIRAS,2015,679
SANTA MARIA DAS BARREIRAS,2016,613
SANTA MARIA DAS BARREIRAS,2017,1293
SANTA MARIA DAS BARREIRAS,2018,291
SANTA MARIA DAS BARREIRAS,2019,557
SANTA MARIA DAS BARREIRAS,2020,749
SANTA MARIA DAS BARREIRAS,2021,328
SANTA MARIA DAS BARREIRAS,2022,624
SANTA MARIA DAS BARREIRAS,2023,427
SANTA MARIA DAS BARREIRAS,2024,690
SANTA MARIA DO PARÁ,2008,50
SANTA MARIA DO PARÁ,2009,59
SANTA MARIA DO PARÁ,2010,46
SANTA MARIA DO PARÁ,2011,29
SANTA MARIA DO PARÁ,2012,44
SANTA MARIA DO PARÁ,2013,42
SANTA MARIA DO PARÁ,2014,45
SANTA MARIA DO PARÁ,2015,24
SANTA MARIA DO PARÁ,2016,11
SANTA MARIA DO PARÁ,2017,24
SANTA MARIA DO PARÁ,2018,12
SANTA MARIA DO PARÁ,2019,11
SANTA MARIA DO PARÁ,2020,15
SANTA MARIA DO PARÁ,2021,4
SANTA MARIA DO PARÁ,2022,19
SANTA MARIA DO PARÁ,2023,17
SANTA MARIA DO PARÁ,2024,10
SANTANA DO ARAGUAIA,2008,884
SANTANA DO ARAGUAIA,2009,336
SANTANA DO ARAGUAIA,2010,2667
SANTANA DO ARAGUAIA,2011,298
SANTANA DO ARAGUAIA,2012,571
SANTANA DO ARAGUAIA,2013,453
SANTANA DO ARAGUAIA,2014,298
SANTANA DO ARAGUAIA,2015,573
SANTANA DO ARAGUAIA,2016,407
SANTANA DO ARAGUAIA,2017,1092
SANTANA DO ARAGUAIA,2018,209
SANTANA DO ARAGUAIA,2019,598
SANTANA DO ARAGUAIA,2020,399
SANTANA DO ARAGUAIA,2021,354
SANTANA DO ARAGUAIA,2022,485
SANTANA DO ARAGUAIA,2023,286
SANTANA DO ARAGUAIA,2024,1222
SANTARÉM,2008,518
SANTARÉM,2009,644
SANTARÉM,2010,387
SANTARÉM,2011,391
SANTARÉM,2012,398
SANTARÉM,2013,648
SANTARÉM,2014,704
SANTARÉM,2015,659
SANTARÉM,2016,537
SANTARÉM,2017,788
SANTARÉM,2018,334
SANTARÉM,2019,347
SANTARÉM,2020,262
SANTARÉM,2021,214
SANTARÉM,2022,445
SANTARÉM,2023,909
SANTARÉM,2024,592
SANTARÉM NOVO,2008,11
SANTARÉM NOVO,2009,14
SANTARÉM NOVO,2010,17
SANTARÉM NOVO,2011,8
SANTARÉM NOVO,2012,14
SANTARÉM NOVO,2013,21
SANTARÉM NOVO,2014,20
SANTARÉM NOVO,2015,14
SANTARÉM NOVO,2016,12
SANTARÉM NOVO,2017,11
SANTARÉM NOVO,2018,3
SANTARÉM NOVO,2019,7
SANTARÉM NOVO,2020,14
SANTARÉM NOVO,2021,12
SANTARÉM NOVO,2022,9
SANTARÉM NOVO,2023,6
SANTARÉM NOVO,2024,12
SANTO ANTÔNIO DO TAUÁ,2008,22
SANTO ANTÔNIO DO TAUÁ,2009,22
SANTO ANTÔNIO DO TAUÁ,2010,20
SANTO ANTÔNIO DO TAUÁ,2011,29
SANTO ANTÔNIO DO TAUÁ,2012,25
SANTO ANTÔNIO DO TAUÁ,2013,38
SANTO ANTÔNIO DO TAUÁ,2014,23
SANTO ANTÔNIO DO TAUÁ,2015,21
SANTO ANTÔNIO DO TAUÁ,2016,9
SANTO ANTÔNIO DO TAUÁ,2017,13
SANTO ANTÔNIO DO TAUÁ,2018,11
SANTO ANTÔNIO DO TAUÁ,2019,11
SANTO ANTÔNIO DO TAUÁ,2020,1
SANTO ANTÔNIO DO TAUÁ,2021,18
SANTO ANTÔNIO DO TAUÁ,2022,5
SANTO ANTÔNIO DO TAUÁ,2023,14
SANTO ANTÔNIO DO TAUÁ,2024,27
SAPUCAIA,2008,45
SAPUCAIA,2009,11
SAPUCAIA,2010,19
SAPUCAIA,2011,18
SAPUCAIA,2012,27
SAPUCAIA,2013,17
SAPUCAIA,2014,39
SAPUCAIA,2015,34
SAPUCAIA,2016,26
SAPUCAIA,2017,69
SAPUCAIA,2018,10
SAPUCAIA,2019,6
SAPUCAIA,2020,15
SAPUCAIA,2021,4
SAPUCAIA,2022,14
SAPUCAIA,2023,14
SAPUCAIA,2024,6
SENADOR JOSÉ PORFÍRIO,2008,244
SENADOR JOSÉ PORFÍRIO,2009,335
SENADOR JOSÉ PORFÍRIO,2010,270
SENADOR JOSÉ PORFÍRIO,2011,232
SENADOR JOSÉ PORFÍRIO,2012,236
SENADOR JOSÉ PORFÍRIO,2013,159
SENADOR JOSÉ PORFÍRIO,2014,259
SENADOR JOSÉ PORFÍRIO,2015,376
SENADOR JOSÉ PORFÍRIO,2016,243
SENADOR JOSÉ PORFÍRIO,2017,476
SENADOR JOSÉ PORFÍRIO,2018,458
SENADOR JOSÉ PORFÍRIO,2019,478
SENADOR JOSÉ PORFÍRIO,2020,548
SENADOR JOSÉ PORFÍRIO,2021,395
SENADOR JOSÉ PORFÍRIO,2022,638
SENADOR JOSÉ PORFÍRIO,2023,725
SENADOR JOSÉ PORFÍRIO,2024,401
SOURE,2008,56
SOURE,2009,47
SOURE,2010,29
SOURE,2011,83
SOURE,2012,43
SOURE,2013,44
SOURE,2014,20
SOURE,2015,64
SOURE,2016,31
SOURE,2017,78
SOURE,2018,13
SOURE,2019,32
SOURE,2020,28
SOURE,2021,9
SOURE,2022,12
SOURE,2023,19
SOURE,2024,53
SÃO CAETANO DE ODIVELAS,2008,32
SÃO CAETANO DE ODIVELAS,2009,41
SÃO CAETANO DE ODIVELAS,2010,10
SÃO CAETANO DE ODIVELAS,2011,15
SÃO CAETANO DE ODIVELAS,2012,16
SÃO CAETANO DE ODIVELAS,2013,27
SÃO CAETANO DE ODIVELAS,2014,25
SÃO CAETANO DE ODIVELAS,2015,29
SÃO CAETANO DE ODIVELAS,2016,13
SÃO CAETANO DE ODIVELAS,2017,14
SÃO CAETANO DE ODIVELAS,2018,5
SÃO CAETANO DE ODIVELAS,2019,11
SÃO CAETANO DE ODIVELAS,2020,21
SÃO CAETANO DE ODIVELAS,2021,14
SÃO CAETANO DE ODIVELAS,2022,8
SÃO CAETANO DE ODIVELAS,2023,27
SÃO CAETANO DE ODIVELAS,2024,22
SÃO DOMINGOS DO ARAGUAIA,2008,85
SÃO DOMINGOS DO ARAGUAIA,2009,44
SÃO DOMINGOS DO ARAGUAIA,2010,90
SÃO DOMINGOS DO ARAGUAIA,2011,25
SÃO DOMINGOS DO ARAGUAIA,2012,41
SÃO DOMINGOS DO ARAGUAIA,2013,22
SÃO DOMINGOS DO ARAGUAIA,2014,47
SÃO DOMINGOS DO ARAGUAIA,2015,48
SÃO DOMINGOS DO ARAGUAIA,2016,30
SÃO DOMINGOS DO ARAGUAIA,2017,21
SÃO DOMINGOS DO ARAGUAIA,2018,15
SÃO DOMINGOS DO ARAGUAIA,2019,20
SÃO DOMINGOS DO ARAGUAIA,2020,19
SÃO DOMINGOS DO ARAGUAIA,2021,19
SÃO DOMINGOS DO ARAGUAIA,2022,25
SÃO DOMINGOS DO ARAGUAIA,2023,12
SÃO DOMINGOS DO ARAGUAIA,2024,20
SÃO DOMINGOS DO CAPIM,2008,403
SÃO DOMINGOS DO CAPIM,2009,384
SÃO DOMINGOS DO CAPIM,2010,358
SÃO DOMINGOS DO CAPIM,2011,283
SÃO DOMINGOS DO CAPIM,2012,297
SÃO DOMINGOS DO CAPIM,2013,264
SÃO DOMINGOS DO CAPIM,2014,262
SÃO DOMINGOS DO CAPIM,2015,289
SÃO DOMINGOS DO CAPIM,2016,241
SÃO DOMINGOS DO CAPIM,2017,236
SÃO DOMINGOS DO CAPIM,2018,145
SÃO DOMINGOS DO CAPIM,2019,183
SÃO DOMINGOS DO CAPIM,2020,233
SÃO DOMINGOS DO CAPIM,2021,91
SÃO DOMINGOS DO CAPIM,2022,180
SÃO DOMINGOS DO CAPIM,2023,218
SÃO DOMINGOS DO CAPIM,2024,174
SÃO FRANCISCO DO PARÁ,2008,47
SÃO FRANCISCO DO PARÁ,2009,52
SÃO FRANCISCO DO PARÁ,2010,32
SÃO FRANCISCO DO PARÁ,2011,35
SÃO FRANCISCO DO PARÁ,2012,44
SÃO FRANCISCO DO PARÁ,2013,21
SÃO FRANCISCO DO PARÁ,2014,40
SÃO FRANCISCO DO PARÁ,2015,27
SÃO FRANCISCO DO PARÁ,2016,14
SÃO FRANCISCO DO PARÁ,2017,24
SÃO FRANCISCO DO PARÁ,2018,4
SÃO FRANCISCO DO PARÁ,2019,5
SÃO FRANCISCO DO PARÁ,2020,19
SÃO FRANCISCO DO PARÁ,2021,17
SÃO FRANCISCO DO PARÁ,2022,20
SÃO FRANCISCO DO PARÁ,2023,30
SÃO FRANCISCO DO PARÁ,2024,22
SÃO FÉLIX DO XINGU,2008,6742
SÃO FÉLIX DO XINGU,2009,2757
SÃO FÉLIX DO XINGU,2010,10053
SÃO FÉLIX DO XINGU,2011,1503
SÃO FÉLIX DO XINGU,2012,3476
SÃO FÉLIX DO XINGU,2013,953
SÃO FÉLIX DO XINGU,2014,2471
SÃO FÉLIX DO XINGU,2015,3925
SÃO FÉLIX DO XINGU,2016,1407
SÃO FÉLIX DO XINGU,2017,6750
SÃO FÉLIX DO XINGU,2018,1416
SÃO FÉLIX DO XINGU,2019,3784
SÃO FÉLIX DO XINGU,2020,5290
SÃO FÉLIX DO XINGU,2021,2184
SÃO FÉLIX DO XINGU,2022,5249
SÃO FÉLIX DO XINGU,2023,2898
SÃO FÉLIX DO XINGU,2024,7356
SÃO GERALDO DO ARAGUAIA,2008,156
SÃO GERALDO DO ARAGUAIA,2009,64
SÃO GERALDO DO ARAGUAIA,2010,166
SÃO GERALDO DO ARAGUAIA,2011,65
SÃO GERALDO DO ARAGUAIA,2012,67
SÃO GERALDO DO ARAGUAIA,2013,60
SÃO GERALDO DO ARAGUAIA,2014,93
SÃO GERALDO DO ARAGUAIA,2015,73
SÃO GERALDO DO ARAGUAIA,2016,26
SÃO GERALDO DO ARAGUAIA,2017,93
SÃO GERALDO DO ARAGUAIA,2018,24
SÃO GERALDO DO ARAGUAIA,2019,26
SÃO GERALDO DO ARAGUAIA,2020,38
SÃO GERALDO DO ARAGUAIA,2021,23
SÃO GERALDO DO ARAGUAIA,2022,31
SÃO GERALDO DO ARAGUAIA,2023,26
SÃO GERALDO DO ARAGUAIA,2024,42
SÃO JOÃO DA PONTA,2008,14
SÃO JOÃO DA PONTA,2009,34
SÃO JOÃO DA PONTA,2010,15
SÃO JOÃO DA PONTA,2011,14
SÃO JOÃO DA PONTA,2012,9
SÃO JOÃO DA PONTA,2013,10
SÃO JOÃO DA PONTA,2014,22
SÃO JOÃO DA PONTA,2015,7
SÃO JOÃO DA PONTA,2016,15
SÃO JOÃO DA PONTA,2017,20
SÃO JOÃO DA PONTA,2018,1
SÃO JOÃO DA PONTA,2019,7
SÃO JOÃO DA PONTA,2020,5
SÃO JOÃO DA PONTA,2021,8
SÃO JOÃO DA PONTA,2022,8
SÃO JOÃO DA PONTA,2023,12
SÃO JOÃO DA PONTA,2024,5
SÃO JOÃO DE PIRABAS,2008,35
SÃO JOÃO DE PIRABAS,2009,27
SÃO JOÃO DE PIRABAS,2010,31
SÃO JOÃO DE PIRABAS,2011,43
SÃO JOÃO DE PIRABAS,2012,51
SÃO JOÃO DE PIRABAS,2013,29
SÃO JOÃO DE PIRABAS,2014,41
SÃO JOÃO DE PIRABAS,2015,33
SÃO JOÃO DE PIRABAS,2016,33
SÃO JOÃO DE PIRABAS,2017,44
SÃO JOÃO DE PIRABAS,2018,12
SÃO JOÃO DE PIRABAS,2019,31
SÃO JOÃO DE PIRABAS,2020,22
SÃO JOÃO DE PIRABAS,2021,31
SÃO JOÃO DE PIRABAS,2022,20
SÃO JOÃO DE PIRABAS,2023,31
SÃO JOÃO DE PIRABAS,2024,26
SÃO JOÃO DO ARAGUAIA,2008,140
SÃO JOÃO DO ARAGUAIA,2009,85
SÃO JOÃO DO ARAGUAIA,2010,134
SÃO JOÃO DO ARAGUAIA,2011,53
SÃO JOÃO DO ARAGUAIA,2012,50
SÃO JOÃO DO ARAGUAIA,2013,32
SÃO JOÃO DO ARAGUAIA,2014,44
SÃO JOÃO DO ARAGUAIA,2015,86
SÃO JOÃO DO ARAGUAIA,2016,54
SÃO JOÃO DO ARAGUAIA,2017,107
SÃO JOÃO DO ARAGUAIA,2018,48
SÃO JOÃO DO ARAGUAIA,2019,42
SÃO JOÃO DO ARAGUAIA,2020,32
SÃO JOÃO DO ARAGUAIA,2021,20
SÃO JOÃO DO ARAGUAIA,2022,46
SÃO JOÃO DO ARAGUAIA,2023,30
SÃO JOÃO DO ARAGUAIA,2024,48
SÃO MIGUEL DO GUAMÁ,2008,181
SÃO MIGUEL DO GUAMÁ,2009,169
SÃO MIGUEL DO GUAMÁ,2010,152
SÃO MIGUEL DO GUAMÁ,2011,132
SÃO MIGUEL DO GUAMÁ,2012,135
SÃO MIGUEL DO GUAMÁ,2013,100
SÃO MIGUEL DO GUAMÁ,2014,108
SÃO MIGUEL DO GUAMÁ,2015,113
SÃO MIGUEL DO GUAMÁ,2016,63
SÃO MIGUEL DO GUAMÁ,2017,130
SÃO MIGUEL DO GUAMÁ,2018,38
SÃO MIGUEL DO GUAMÁ,2019,76
SÃO MIGUEL DO GUAMÁ,2020,75
SÃO MIGUEL DO GUAMÁ,2021,34
SÃO MIGUEL DO GUAMÁ,2022,95
SÃO MIGUEL DO GUAMÁ,2023,90
SÃO MIGUEL DO GUAMÁ,2024,68
SÃO SEBASTIÃO DA BOA VISTA,2008,22
SÃO SEBASTIÃO DA BOA VISTA,2009,32
SÃO SEBASTIÃO DA BOA VISTA,2010,12
SÃO SEBASTIÃO DA BOA VISTA,2011,17
SÃO SEBASTIÃO DA BOA VISTA,2012,16
SÃO SEBASTIÃO DA BOA VISTA,2013,17
SÃO SEBASTIÃO DA BOA VISTA,2014,9
SÃO SEBASTIÃO DA BOA VISTA,2015,42
SÃO SEBASTIÃO DA BOA VISTA,2016,24
SÃO SEBASTIÃO DA BOA VISTA,2017,17
SÃO SEBASTIÃO DA BOA VISTA,2018,15
SÃO SEBASTIÃO DA BOA VISTA,2019,4
SÃO SEBASTIÃO DA BOA VISTA,2020,12
SÃO SEBASTIÃO DA BOA VISTA,2021,3
SÃO SEBASTIÃO DA BOA VISTA,2022,8
SÃO SEBASTIÃO DA BOA VISTA,2023,42
SÃO SEBASTIÃO DA BOA VISTA,2024,15
TAILÂNDIA,2008,459
TAILÂNDIA,2009,526
TAILÂNDIA,2010,313
TAILÂNDIA,2011,214
TAILÂNDIA,2012,258
TAILÂNDIA,2013,157
TAILÂNDIA,2014,264
TAILÂNDIA,2015,269
TAILÂNDIA,2016,176
TAILÂNDIA,2017,270
TAILÂNDIA,2018,143
TAILÂNDIA,2019,171
TAILÂNDIA,2020,320
TAILÂNDIA,2021,224
TAILÂNDIA,2022,242
TAILÂNDIA,2023,362
TAILÂNDIA,2024,452
TERRA ALTA,2008,14
TERRA ALTA,2009,25
TERRA ALTA,2010,20
TERRA ALTA,2011,15
TERRA ALTA,2012,16
TERRA ALTA,2013,26
TERRA ALTA,2014,7
TERRA ALTA,2015,18
TERRA ALTA,2016,5
TERRA ALTA,2017,21
TERRA ALTA,2018,5
TERRA ALTA,2019,2
TERRA ALTA,2020,3
TERRA ALTA,2021,1
TERRA ALTA,2022,7
TERRA ALTA,2023,11
TERRA ALTA,2024,4
TERRA SANTA,2008,46
TERRA SANTA,2009,125
TERRA SANTA,2010,32
TERRA SANTA,2011,30
TERRA SANTA,2012,58
TERRA SANTA,2013,55
TERRA SANTA,2014,83
TERRA SANTA,2015,96
TERRA SANTA,2016,46
TERRA SANTA,2017,32
TERRA SANTA,2018,24
TERRA SANTA,2019,18
TERRA SANTA,2020,50
TERRA SANTA,2021,18
TERRA SANTA,2022,62
TERRA SANTA,2023,87
TERRA SANTA,2024,80
TOMÉ-AÇU,2008,441
TOMÉ-AÇU,2009,316
TOMÉ-AÇU,2010,389
TOMÉ-AÇU,2011,251
TOMÉ-AÇU,2012,310
TOMÉ-AÇU,2013,249
TOMÉ-AÇU,2014,270
TOMÉ-AÇU,2015,300
TOMÉ-AÇU,2016,252
TOMÉ-AÇU,2017,322
TOMÉ-AÇU,2018,181
TOMÉ-AÇU,2019,169
TOMÉ-AÇU,2020,262
TOMÉ-AÇU,2021,178
TOMÉ-AÇU,2022,304
TOMÉ-AÇU,2023,338
TOMÉ-AÇU,2024,354
TRACUATEUA,2008,55
TRACUATEUA,2009,34
TRACUATEUA,2010,47
TRACUATEUA,2011,39
TRACUATEUA,2012,43
TRACUATEUA,2013,31
TRACUATEUA,2014,36
TRACUATEUA,2015,31
TRACUATEUA,2016,39
TRACUATEUA,2017,31
TRACUATEUA,2018,10
TRACUATEUA,2019,26
TRACUATEUA,2020,29
TRACUATEUA,2021,23
TRACUATEUA,2022,29
TRACUATEUA,2023,31
TRACUATEUA,2024,30
TRAIRÃO,2008,412
TRAIRÃO,2009,719
TRAIRÃO,2010,381
TRAIRÃO,2011,410
TRAIRÃO,2012,624
TRAIRÃO,2013,233
TRAIRÃO,2014,477
TRAIRÃO,2015,809
TRAIRÃO,2016,324
TRAIRÃO,2017,864
TRAIRÃO,2018,250
TRAIRÃO,2019,572
TRAIRÃO,2020,788
TRAIRÃO,2021,323
TRAIRÃO,2022,590
TRAIRÃO,2023,695
TRAIRÃO,2024,780
TUCUMÃ,2008,231
TUCUMÃ,2009,88
TUCUMÃ,2010,416
TUCUMÃ,2011,50
TUCUMÃ,2012,165
TUCUMÃ,2013,83
TUCUMÃ,2014,176
TUCUMÃ,2015,200
TUCUMÃ,2016,96
TUCUMÃ,2017,257
TUCUMÃ,2018,107
TUCUMÃ,2019,64
TUCUMÃ,2020,127
TUCUMÃ,2021,56
TUCUMÃ,2022,56
TUCUMÃ,2023,63
TUCUMÃ,2024,62
TUCURUÍ,2008,150
TUCURUÍ,2009,118
TUCURUÍ,2010,81
TUCURUÍ,2011,52
TUCURUÍ,2012,94
TUCURUÍ,2013,48
TUCURUÍ,2014,68
TUCURUÍ,2015,95
TUCURUÍ,2016,75
TUCURUÍ,2017,54
TUCURUÍ,2018,76
TUCURUÍ,2019,41
TUCURUÍ,2020,66
TUCURUÍ,2021,52
TUCURUÍ,2022,96
TUCURUÍ,2023,76
TUCURUÍ,2024,99
ULIANÓPOLIS,2008,314
ULIANÓPOLIS,2009,157
ULIANÓPOLIS,2010,416
ULIANÓPOLIS,2011,147
ULIANÓPOLIS,2012,313
ULIANÓPOLIS,2013,142
ULIANÓPOLIS,2014,209
ULIANÓPOLIS,2015,353
ULIANÓPOLIS,2016,113
ULIANÓPOLIS,2017,346
ULIANÓPOLIS,2018,147
ULIANÓPOLIS,2019,193
ULIANÓPOLIS,2020,205
ULIANÓPOLIS,2021,126
ULIANÓPOLIS,2022,169
ULIANÓPOLIS,2023,252
ULIANÓPOLIS,2024,174
URUARÁ,2008,842
URUARÁ,2009,511
URUARÁ,2010,377
URUARÁ,2011,612
URUARÁ,2012,676
URUARÁ,2013,277
URUARÁ,2014,586
URUARÁ,2015,725
URUARÁ,2016,496
URUARÁ,2017,592
URUARÁ,2018,471
URUARÁ,2019,516
URUARÁ,2020,632
URUARÁ,2021,329
URUARÁ,2022,886
URUARÁ,2023,1306
URUARÁ,2024,881
VIGIA,2008,23
VIGIA,2009,34
VIGIA,2010,14
VIGIA,2011,18
VIGIA,2012,12
VIGIA,2013,24
VIGIA,2014,21
VIGIA,2015,11
VIGIA,2016,16
VIGIA,2017,6
VIGIA,2018,11
VIGIA,2019,8
VIGIA,2020,7
VIGIA,2021,5
VIGIA,2022,9
VIGIA,2023,10
VIGIA,2024,16
VISEU,2008,291
VISEU,2009,296
VISEU,2010,205
VISEU,2011,231
VISEU,2012,226
VISEU,2013,208
VISEU,2014,166
VISEU,2015,245
VISEU,2016,166
VISEU,2017,195
VISEU,2018,58
VISEU,2019,127
VISEU,2020,127
VISEU,2021,98
VISEU,2022,133
VISEU,2023,171
VISEU,2024,216
VITÓRIA DO XINGU,2008,60
VITÓRIA DO XINGU,2009,103
VITÓRIA DO XINGU,2010,52
VITÓRIA DO XINGU,2011,63
VITÓRIA DO XINGU,2012,52
VITÓRIA DO XINGU,2013,33
VITÓRIA DO XINGU,2014,49
VITÓRIA DO XINGU,2015,102
VITÓRIA DO XINGU,2016,45
VITÓRIA DO XINGU,2017,70
VITÓRIA DO XINGU,2018,44
VITÓRIA DO XINGU,2019,41
VITÓRIA DO XINGU,2020,45
VITÓRIA DO XINGU,2021,12
VITÓRIA DO XINGU,2022,32
VITÓRIA DO XINGU,2023,39
VITÓRIA DO XINGU,2024,28
XINGUARA,2008,109
XINGUARA,2009,58
XINGUARA,2010,127
XINGUARA,2011,63
XINGUARA,2012,57
XINGUARA,2013,72
XINGUARA,2014,98
XINGUARA,2015,75
XINGUARA,2016,49
XINGUARA,2017,119
XINGUARA,2018,49
XINGUARA,2019,31
XINGUARA,2020,44
XINGUARA,2021,23
XINGUARA,2022,43
XINGUARA,2023,35
XINGUARA,2024,47
ÁGUA AZUL DO NORTE,2008,278
ÁGUA AZUL DO NORTE,2009,145
ÁGUA AZUL DO NORTE,2010,609
ÁGUA AZUL DO NORTE,2011,110
ÁGUA AZUL DO NORTE,2012,221
ÁGUA AZUL DO NORTE,2013,138
ÁGUA AZUL DO NORTE,2014,306
ÁGUA AZUL DO NORTE,2015,235
ÁGUA AZUL DO NORTE,2016,237
ÁGUA AZUL DO NORTE,2017,363
ÁGUA AZUL DO NORTE,2018,86
ÁGUA AZUL DO NORTE,2019,91
ÁGUA AZUL DO NORTE,2020,164
ÁGUA AZUL DO NORTE,2021,79
ÁGUA AZUL DO NORTE,2022,148
ÁGUA AZUL DO NORTE,2023,89
ÁGUA AZUL DO NORTE,2024,255
ÓBIDOS,2008,648
ÓBIDOS,2009,1111
ÓBIDOS,2010,448
ÓBIDOS,2011,489
ÓBIDOS,2012,749
ÓBIDOS,2013,574
ÓBIDOS,2014,924
ÓBIDOS,2015,814
ÓBIDOS,2016,640
ÓBIDOS,2017,904
ÓBIDOS,2018,521
ÓBIDOS,2019,401
ÓBIDOS,2020,612
ÓBIDOS,2021,377
ÓBIDOS,2022,428
ÓBIDOS,2023,1249
ÓBIDOS,2024,708
