year;areakm;municipality;geocode_ibge;state;FullLocation
2021;0.0;Mãe do Rio;1504059;Pará;Mãe do Rio, Pará, Brazil
2022;0.0;Mãe do Rio;1504059;Pará;Mãe do Rio, Pará, Brazil
2023;0.0677997728886366;Mãe do Rio;1504059;Pará;Mãe do Rio, Pará, Brazil
2024;0.0;Mãe do Rio;1504059;Pará;Mãe do Rio, Pará, Brazil
2008;16.33579151883293;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2009;59.57541822535936;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2010;9.995647691124498;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2011;33.102990929347115;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2012;2.5720493161404003;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2013;6.820178379440331;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2014;13.55367295367824;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2015;2.731029140558848;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2016;7.373500277063904;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2017;5.503500761135831;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2018;4.542836099383018;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2019;4.362332830571441;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2020;7.7111130333045885;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2021;2.3856515854815794;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2022;7.904255331343624;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2023;4.312444395935193;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2024;4.320554565503579;Nova Esperança do Piriá;1504950;Pará;Nova Esperança do Piriá, Pará, Brazil
2008;11.216112537521077;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2009;10.406390419501712;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2010;7.3261930509878725;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2011;5.324453572100377;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2012;2.5772029592977264;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2013;2.19823581307753;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2014;2.159274352083862;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2015;3.667773580798495;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2016;4.486492876130207;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2017;3.943685875848562;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2018;3.002665760461036;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2019;6.409354374662352;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2020;6.547956666060469;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2021;3.705646228049816;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2022;4.031148618727018;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2023;2.469116929726946;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2024;2.2895148173915048;Nova Ipixuna;1504976;Pará;Nova Ipixuna, Pará, Brazil
2008;2.325814428399439;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2009;0.3453709503576534;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2010;0.16890221145257486;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2011;0.19219397348791784;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2012;0.07936031546243638;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2013;0.4051650081524143;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2014;0.0;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2015;0.27463118857817903;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2016;0.4685827310623051;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2017;0.6064383186438235;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2018;0.5361400007955123;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2019;0.0;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2020;0.07136417508710338;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2021;0.0;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2022;0.02411630451002321;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2023;0.3590816984944766;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2024;0.0;Nova Timboteua;1505007;Pará;Nova Timboteua, Pará, Brazil
2008;235.91434897552978;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2009;316.7808767692498;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2010;50.78237877412973;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2011;53.14191308975218;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2012;74.00025792925652;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2013;164.23406362291553;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2014;115.43065776930382;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2015;169.63415422825722;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2016;140.5793130207587;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2017;60.57949200316838;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2018;192.20328883011427;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2019;201.11859244181758;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2020;364.0993826370098;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2021;414.17453027087834;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2022;261.7820693922216;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2023;96.5078380406235;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2024;62.56943300493994;Novo Progresso;1505031;Pará;Novo Progresso, Pará, Brazil
2008;482.4494246680737;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2009;285.5417515859984;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2010;222.7274266335347;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2011;181.86110563027106;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2012;120.849015189532;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2013;150.3987667182178;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2014;77.78002223307782;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2015;73.55609056370835;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2016;224.92473492717127;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2017;121.6623506609361;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2018;166.98515402084655;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2019;141.16038731896788;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2020;154.81853870281157;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2021;190.52899181595316;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2022;109.36540855290065;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2023;107.96710328008571;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2024;69.37167917707681;Novo Repartimento;1505064;Pará;Novo Repartimento, Pará, Brazil
2008;4.8942290287641805;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2009;8.073349181548338;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2010;56.79415022044831;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2011;6.474455196452638;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2012;3.2464321193742913;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2013;2.330661227793543;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2014;1.868780153465509;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2015;1.9329505127584325;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2016;3.622243009226483;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2017;7.501540454513018;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2018;1.8860470268393137;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2019;2.6966013845497816;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2020;2.4244808619740907;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2021;10.553436552877612;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2022;3.288140713038122;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2023;2.469565604549182;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2024;6.638775967348494;Oeiras do Pará;1505205;Pará;Oeiras do Pará, Pará, Brazil
2008;29.227401799507035;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2009;17.991390967330133;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2010;37.53166402668894;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2011;12.291507463079023;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2012;4.530055690664114;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2013;8.588058480643054;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2014;8.667262029116621;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2015;13.48856970105515;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2016;11.694065394127783;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2017;11.547171275219885;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2018;14.61998274553457;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2019;20.613243749503265;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2020;24.50014530670512;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2021;17.146935974675497;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2022;14.37871248515479;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2023;15.430386012826165;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2024;13.793663174988252;Oriximiná;1505304;Pará;Oriximiná, Pará, Brazil
2008;20.21261239169159;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2009;7.300103811972668;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2010;3.0742603914747666;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2011;5.5350612532994665;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2012;4.61995522270469;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2013;4.449728744934207;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2014;5.732664360274512;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2015;5.417866773345802;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2016;7.5503342775298155;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2017;13.22782680111597;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2018;8.700346524868563;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2019;16.40616527084439;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2020;17.68559615352679;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2021;14.959898811901885;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2022;7.862605288902914;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2023;8.888896067398214;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2024;3.755415285643442;Ourilândia do Norte;1505437;Pará;Ourilândia do Norte, Pará, Brazil
2008;6.8566975952621085;Ourém;1505403;Pará;Ourém, Pará, Brazil
2009;1.7905644739598323;Ourém;1505403;Pará;Ourém, Pará, Brazil
2010;0.1641372672375337;Ourém;1505403;Pará;Ourém, Pará, Brazil
2011;1.1963539665998242;Ourém;1505403;Pará;Ourém, Pará, Brazil
2012;0.0;Ourém;1505403;Pará;Ourém, Pará, Brazil
2013;0.082805703586745;Ourém;1505403;Pará;Ourém, Pará, Brazil
2014;0.09697525824796056;Ourém;1505403;Pará;Ourém, Pará, Brazil
2015;0.3334746290942799;Ourém;1505403;Pará;Ourém, Pará, Brazil
2016;0.6903456579634211;Ourém;1505403;Pará;Ourém, Pará, Brazil
2017;0.597163231514147;Ourém;1505403;Pará;Ourém, Pará, Brazil
2018;0.4102476621354165;Ourém;1505403;Pará;Ourém, Pará, Brazil
2019;0.3032459107870423;Ourém;1505403;Pará;Ourém, Pará, Brazil
2020;0.3335218642924712;Ourém;1505403;Pará;Ourém, Pará, Brazil
2021;0.42357019659618145;Ourém;1505403;Pará;Ourém, Pará, Brazil
2022;0.0;Ourém;1505403;Pará;Ourém, Pará, Brazil
2023;0.47450541395814455;Ourém;1505403;Pará;Ourém, Pará, Brazil
2024;0.0;Ourém;1505403;Pará;Ourém, Pará, Brazil
2008;259.11967426793;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2009;100.05619644011391;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2010;274.17883553433893;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2011;196.71951004018038;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2012;33.65683432746204;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2013;29.859141273415474;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2014;78.51198523492583;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2015;165.63665200821495;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2016;140.54250862249916;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2017;179.26223531138942;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2018;130.22179102428538;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2019;311.9508998686552;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2020;247.24549655884803;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2021;258.1882001193285;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2022;222.0808418928446;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2023;186.34949794736116;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2024;84.47119510404094;Pacajá;1505486;Pará;Pacajá, Pará, Brazil
2008;8.12146996311482;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2009;2.9528566760119315;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2010;4.519482469124777;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2011;1.0191005521221226;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2012;1.1423664712101493;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2013;1.8452817715524217;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2014;1.745365361081511;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2015;1.2236530049830359;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2016;2.331206569169608;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2017;1.322191592543901;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2018;0.7725427729981087;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2019;1.1555662034927663;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2020;1.0541681386675716;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2021;1.1275757381611913;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2022;0.7436257195215897;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2023;0.2569710569653317;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2024;0.0;Palestina do Pará;1505494;Pará;Palestina do Pará, Pará, Brazil
2008;63.229275468311165;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2009;120.42730149152894;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2010;67.6263737217668;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2011;35.12785024099167;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2012;17.08157402702883;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2013;30.588031868760922;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2014;19.737073790621174;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2015;24.02390636478369;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2016;19.900738604210435;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2017;19.598051155939235;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2018;18.07243122311347;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2019;25.791565655636703;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2020;19.56030961139548;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2021;31.198829312230448;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2022;47.0339779578224;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2023;31.587648815225275;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2024;33.92331464341181;Paragominas;1505502;Pará;Paragominas, Pará, Brazil
2008;27.95903050237222;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2009;4.855791583422237;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2010;4.206646823391979;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2011;2.342749167448836;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2012;4.242166549294509;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2013;4.122189792025867;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2014;1.4178757712991812;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2015;1.790703924491208;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2016;5.895051387497647;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2017;1.5169572942368286;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2018;2.630978729636495;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2019;4.534365464860702;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2020;4.079815950798478;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2021;7.2844496166678425;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2022;4.161525364096047;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2023;2.931986457753563;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2024;2.9193569394984853;Parauapebas;1505536;Pará;Parauapebas, Pará, Brazil
2008;10.784135155502138;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2009;4.630579700192831;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2010;1.074549014169911;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2011;2.4798986611071343;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2012;1.25494748270021;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2013;1.4988611869311457;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2014;0.9975541479488738;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2015;0.607408520812875;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2016;0.5588343082908098;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2017;0.48464714727760083;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2018;0.42739219018392793;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2019;1.4202414933449057;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2020;2.9546525786717024;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2021;3.905181450075455;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2022;1.6239864464061105;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2023;4.737266633607639;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2024;2.312583972487861;Pau D'Arco;1505551;Pará;Pau D'Arco, Pará, Brazil
2008;3.8155183707726135;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2009;0.135985949338054;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2010;0.5097735795484402;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2011;0.3899249375074781;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2012;0.3436919601271743;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2013;0.48978533887587583;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2014;0.0;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2015;1.6205464546351105;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2016;0.5276504162329476;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2017;1.7865632204306965;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2018;0.2655839049921169;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2019;0.0;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2020;0.2480979206410577;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2021;0.31528442566431897;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2022;0.14349323115779894;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2023;0.29620769540339176;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2024;0.0;Peixe-Boi;1505601;Pará;Peixe-Boi, Pará, Brazil
2008;17.12756510961448;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2009;12.110151358317204;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2010;11.899928756547768;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2011;3.517706325733127;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2012;2.3342187238673535;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2013;3.548771946856165;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2014;5.0725671865022735;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2015;3.093125518251965;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2016;3.1554405349220342;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2017;2.7617386023337915;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2018;3.794549328226776;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2019;1.992578190271592;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2020;1.605847780475626;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2021;1.9129321953744332;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2022;1.9370414887289835;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2023;1.0635374461243186;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2024;0.5670889582462767;Piçarra;1505635;Pará;Piçarra, Pará, Brazil
2008;85.71140394030361;Placas;1505650;Pará;Placas, Pará, Brazil
2009;39.519442605958226;Placas;1505650;Pará;Placas, Pará, Brazil
2010;56.32447911307549;Placas;1505650;Pará;Placas, Pará, Brazil
2011;39.95687840866559;Placas;1505650;Pará;Placas, Pará, Brazil
2012;79.57862357805134;Placas;1505650;Pará;Placas, Pará, Brazil
2013;24.798523380405168;Placas;1505650;Pará;Placas, Pará, Brazil
2014;53.360894950860995;Placas;1505650;Pará;Placas, Pará, Brazil
2015;88.85537533420512;Placas;1505650;Pará;Placas, Pará, Brazil
2016;67.65046777805203;Placas;1505650;Pará;Placas, Pará, Brazil
2017;87.90021863520188;Placas;1505650;Pará;Placas, Pará, Brazil
2018;90.25614600967283;Placas;1505650;Pará;Placas, Pará, Brazil
2019;104.8089597743869;Placas;1505650;Pará;Placas, Pará, Brazil
2020;85.8654249784036;Placas;1505650;Pará;Placas, Pará, Brazil
2021;141.3149573385005;Placas;1505650;Pará;Placas, Pará, Brazil
2022;141.23908190653773;Placas;1505650;Pará;Placas, Pará, Brazil
2023;63.581698212588215;Placas;1505650;Pará;Placas, Pará, Brazil
2024;52.54570957177268;Placas;1505650;Pará;Placas, Pará, Brazil
2008;0.0;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2009;0.40382939578258115;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2010;0.08281031081900186;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2011;0.2189624845503868;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2012;0.0;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2013;0.0;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2014;0.0;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2015;0.0;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2016;0.0;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2017;0.0;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2018;0.0;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2019;0.0;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2020;0.0;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2021;0.0;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2022;0.0;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2023;0.0;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2024;0.0;Ponta de Pedras;1505700;Pará;Ponta de Pedras, Pará, Brazil
2008;96.67363975634203;Portel;1505809;Pará;Portel, Pará, Brazil
2009;30.97044985009784;Portel;1505809;Pará;Portel, Pará, Brazil
2010;56.08929241693574;Portel;1505809;Pará;Portel, Pará, Brazil
2011;73.01935762408391;Portel;1505809;Pará;Portel, Pará, Brazil
2012;12.347777346158237;Portel;1505809;Pará;Portel, Pará, Brazil
2013;16.986480797381493;Portel;1505809;Pará;Portel, Pará, Brazil
