year;areakm;municipality;geocode_ibge;state;FullLocation
2014;60.67866079845762;Portel;1505809;Pará;Portel, Pará, Brazil
2015;109.66838987512581;Portel;1505809;Pará;Portel, Pará, Brazil
2016;178.4405613714735;Portel;1505809;Pará;Portel, Pará, Brazil
2017;167.57354543391835;Portel;1505809;Pará;Portel, Pará, Brazil
2018;96.79198562636435;Portel;1505809;Pará;Portel, Pará, Brazil
2019;254.2378133521647;Portel;1505809;Pará;Portel, Pará, Brazil
2020;189.98533423805216;Portel;1505809;Pará;Portel, Pará, Brazil
2021;240.64682748719048;Portel;1505809;Pará;Portel, Pará, Brazil
2022;315.4522886087471;Portel;1505809;Pará;Portel, Pará, Brazil
2023;201.15456608539952;Portel;1505809;Pará;Portel, Pará, Brazil
2024;106.81764938835764;Portel;1505809;Pará;Portel, Pará, Brazil
2008;22.30997758131723;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2009;53.86199875126616;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2010;31.34790190831808;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2011;19.35836306130685;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2012;20.530349129180234;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2013;16.01087419285186;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2014;21.646945840799873;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2015;21.692886522504406;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2016;20.862812665096836;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2017;15.055335158024453;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2018;35.91415841569897;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2019;41.57536897798768;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2020;32.10122960063861;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2021;51.24554335302935;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2022;41.37717826125387;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2023;22.3885871694577;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2024;16.22656055628453;Porto de Moz;1505908;Pará;Porto de Moz, Pará, Brazil
2008;71.38274045092848;Prainha;1506005;Pará;Prainha, Pará, Brazil
2009;34.106627928005366;Prainha;1506005;Pará;Prainha, Pará, Brazil
2010;68.65300695319885;Prainha;1506005;Pará;Prainha, Pará, Brazil
2011;18.157004666250305;Prainha;1506005;Pará;Prainha, Pará, Brazil
2012;26.376731734728267;Prainha;1506005;Pará;Prainha, Pará, Brazil
2013;27.556632189613154;Prainha;1506005;Pará;Prainha, Pará, Brazil
2014;37.399083381270536;Prainha;1506005;Pará;Prainha, Pará, Brazil
2015;55.1272226448722;Prainha;1506005;Pará;Prainha, Pará, Brazil
2016;47.02619465525347;Prainha;1506005;Pará;Prainha, Pará, Brazil
2017;67.0483497807736;Prainha;1506005;Pará;Prainha, Pará, Brazil
2018;26.79536141022944;Prainha;1506005;Pará;Prainha, Pará, Brazil
2019;74.94021478347457;Prainha;1506005;Pará;Prainha, Pará, Brazil
2020;54.8833029242198;Prainha;1506005;Pará;Prainha, Pará, Brazil
2021;66.91191872540726;Prainha;1506005;Pará;Prainha, Pará, Brazil
2022;85.16625887428468;Prainha;1506005;Pará;Prainha, Pará, Brazil
2023;56.57767915801418;Prainha;1506005;Pará;Prainha, Pará, Brazil
2024;68.27298925232051;Prainha;1506005;Pará;Prainha, Pará, Brazil
2008;0.8680454853486572;Primavera;1506104;Pará;Primavera, Pará, Brazil
2009;0.06751879987911533;Primavera;1506104;Pará;Primavera, Pará, Brazil
2010;0.31939436535507804;Primavera;1506104;Pará;Primavera, Pará, Brazil
2011;0.575614425929144;Primavera;1506104;Pará;Primavera, Pará, Brazil
2012;0.08984437490625517;Primavera;1506104;Pará;Primavera, Pará, Brazil
2013;0.23155303543406625;Primavera;1506104;Pará;Primavera, Pará, Brazil
2014;0.16386592978766995;Primavera;1506104;Pará;Primavera, Pará, Brazil
2015;0.49491521829926416;Primavera;1506104;Pará;Primavera, Pará, Brazil
2016;0.14366744012305355;Primavera;1506104;Pará;Primavera, Pará, Brazil
2017;0.0;Primavera;1506104;Pará;Primavera, Pará, Brazil
2018;0.13956636061143513;Primavera;1506104;Pará;Primavera, Pará, Brazil
2019;0.0;Primavera;1506104;Pará;Primavera, Pará, Brazil
2020;0.4491528230419437;Primavera;1506104;Pará;Primavera, Pará, Brazil
2021;0.06427601247102936;Primavera;1506104;Pará;Primavera, Pará, Brazil
2022;0.25114356396237636;Primavera;1506104;Pará;Primavera, Pará, Brazil
2023;0.07012178493653261;Primavera;1506104;Pará;Primavera, Pará, Brazil
2024;0.0;Primavera;1506104;Pará;Primavera, Pará, Brazil
2008;1.959991144938265;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2009;0.36300517093358353;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2010;0.37649529054679504;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2011;0.0;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2012;0.10344740170711958;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2013;0.0;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2014;0.0;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2015;1.2249086287651691;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2016;0.08556646016762033;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2017;0.21162904469626503;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2018;0.20531213546926494;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2019;0.0;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2020;0.07785918263773409;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2021;0.07080757100495973;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2022;0.0;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2023;0.17198837528161132;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2024;0.0;Quatipuru;1506112;Pará;Quatipuru, Pará, Brazil
2008;8.246956805820918;Redenção;1506138;Pará;Redenção, Pará, Brazil
2009;2.9168703722114544;Redenção;1506138;Pará;Redenção, Pará, Brazil
2010;1.170106282893212;Redenção;1506138;Pará;Redenção, Pará, Brazil
2011;1.0527353027666846;Redenção;1506138;Pará;Redenção, Pará, Brazil
2012;2.3018645746616957;Redenção;1506138;Pará;Redenção, Pará, Brazil
2013;1.3097502789925834;Redenção;1506138;Pará;Redenção, Pará, Brazil
2014;0.38884748402619335;Redenção;1506138;Pará;Redenção, Pará, Brazil
2015;0.19221663103706876;Redenção;1506138;Pará;Redenção, Pará, Brazil
2016;0.6324658948002823;Redenção;1506138;Pará;Redenção, Pará, Brazil
2017;0.33537735494193405;Redenção;1506138;Pará;Redenção, Pará, Brazil
2018;0.30590064836722897;Redenção;1506138;Pará;Redenção, Pará, Brazil
2019;1.262015945990088;Redenção;1506138;Pará;Redenção, Pará, Brazil
2020;0.22101787919104762;Redenção;1506138;Pará;Redenção, Pará, Brazil
2021;0.4067062823222166;Redenção;1506138;Pará;Redenção, Pará, Brazil
2022;0.10602023780189516;Redenção;1506138;Pará;Redenção, Pará, Brazil
2023;0.29806517759266943;Redenção;1506138;Pará;Redenção, Pará, Brazil
2024;0.07223016102254869;Redenção;1506138;Pará;Redenção, Pará, Brazil
2008;15.34800566475933;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2009;6.769970595340364;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2010;3.9784122018904533;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2011;2.7789280378110393;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2012;2.2822922581549183;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2013;8.68586448491723;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2014;3.9566813714817837;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2015;4.842593306576463;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2016;7.336855550657797;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2017;6.217710310258101;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2018;7.3163097851169585;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2019;6.090880288726002;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2020;11.72146180974621;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2021;5.840691414558166;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2022;8.120850666360685;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2023;8.184832685397147;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2024;3.441750125511759;Rio Maria;1506161;Pará;Rio Maria, Pará, Brazil
2008;53.4877385174406;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2009;30.373159970733703;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2010;52.684300931048206;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2011;26.361749199588726;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2012;13.87110570522687;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2013;29.259087935405784;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2014;22.418849394605203;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2015;18.95327692720785;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2016;26.43156143294069;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2017;19.246876993055945;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2018;24.2224427186275;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2019;34.086753667853515;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2020;36.28314514513153;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2021;34.57978333862743;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2022;46.80321661303887;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2023;35.92612960963658;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2024;42.24856923680715;Rondon do Pará;1506187;Pará;Rondon do Pará, Pará, Brazil
2008;49.28925240863421;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2009;29.90080441043289;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2010;32.06162928307224;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2011;40.982265647213445;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2012;40.61879050970394;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2013;18.76072754032897;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2014;34.86861338158989;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2015;30.879886694991423;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2016;27.832353386425257;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2017;42.861243917849905;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2018;50.043298281797895;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2019;108.72106270608688;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2020;98.565096043545;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2021;169.47251424392144;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2022;118.14159487940732;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2023;39.90735699006809;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2024;25.289283083681717;Rurópolis;1506195;Pará;Rurópolis, Pará, Brazil
2008;0.7827369082515797;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2009;1.8449499154436186;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2010;2.139675749374695;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2011;0.40468827779497607;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2012;0.28853607675492243;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2013;1.7157439490815445;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2014;0.0;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2015;1.1692630130933233;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2016;0.20714435346157872;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2017;0.09215947466296288;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2018;0.2748663776839083;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2019;1.1491872783721355;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2020;0.0;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2021;0.8932505969904935;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2022;0.34323629208121176;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2023;0.0;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2024;0.0;Salinópolis;1506203;Pará;Salinópolis, Pará, Brazil
2008;0.26248597537502505;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2009;2.160357560526658;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2010;4.9995322985357245;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2011;1.0575428590896516;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2012;0.43503656996967394;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2013;0.533472526814908;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2014;0.5414953161788538;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2015;0.07321207663586653;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2016;0.24521799070851277;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2017;2.437519790895966;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2018;0.11723713624133175;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2019;0.26052465417450293;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2020;0.08101095838416143;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2021;0.3526223057280532;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2022;0.0;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2023;0.19479228002912632;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2024;0.0;Salvaterra;1506302;Pará;Salvaterra, Pará, Brazil
2008;1.3420869540997509;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2009;0.0;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2010;0.34186312666231944;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2011;0.097899286951062;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2012;0.0;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2013;0.236878854203519;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2014;0.0;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2015;0.1095721562512988;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2016;0.08180710128707139;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2017;0.16604877643458044;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2018;0.23017928981934663;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2019;0.4372810742999046;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2020;0.3206325901622885;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2021;0.095160572629699;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2022;0.0;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2023;0.0;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2024;0.06858738138471504;Santa Bárbara do Pará;1506351;Pará;Santa Bárbara do Pará, Pará, Brazil
2008;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2009;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2010;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2011;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2012;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2013;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2014;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2015;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2016;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2017;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2018;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2019;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2020;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2021;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2022;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2023;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2024;0.0;Santa Cruz do Arari;1506401;Pará;Santa Cruz do Arari, Pará, Brazil
2008;1.3264112487352384;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2009;0.13619237631546188;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2010;0.2181123343772218;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2011;0.3640006135534308;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2012;0.06761597230116256;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2013;0.9795284915219014;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2014;0.14959265412053047;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2015;0.46694742034563874;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2016;0.8343911723787195;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2017;1.7048984027262581;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2018;0.4590926407482985;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2019;0.0;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2020;0.3511561423893383;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2021;0.49678163435323736;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2022;0.2263458588616969;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2023;0.0;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2024;0.44945047477906697;Santa Izabel do Pará;1506500;Pará;Santa Izabel do Pará, Pará, Brazil
2008;5.603333493261976;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2009;8.812359294974552;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2010;1.0019280336077052;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2011;0.3399046740325922;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2012;0.0;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2013;0.0;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2014;0.7469982227839187;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2015;0.0;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2016;0.0;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2017;0.35007211900598834;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2018;0.1823872208661133;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2019;0.19643846046505709;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2020;0.552168399106667;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2021;0.0;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2022;0.00439848220229081;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2023;1.0179433468019594;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2024;0.0;Santa Luzia do Pará;1506559;Pará;Santa Luzia do Pará, Pará, Brazil
2008;104.46694378967273;Santa Maria das Barreiras;1506583;Pará;Santa Maria das Barreiras, Pará, Brazil
2009;24.33811882281605;Santa Maria das Barreiras;1506583;Pará;Santa Maria das Barreiras, Pará, Brazil
2010;46.723827000017394;Santa Maria das Barreiras;1506583;Pará;Santa Maria das Barreiras, Pará, Brazil
2011;32.93504410897011;Santa Maria das Barreiras;1506583;Pará;Santa Maria das Barreiras, Pará, Brazil
2012;19.232279439790695;Santa Maria das Barreiras;1506583;Pará;Santa Maria das Barreiras, Pará, Brazil
2013;20.85471605262686;Santa Maria das Barreiras;1506583;Pará;Santa Maria das Barreiras, Pará, Brazil
2014;19.67240138485545;Santa Maria das Barreiras;1506583;Pará;Santa Maria das Barreiras, Pará, Brazil
2015;13.148589275358665;Santa Maria das Barreiras;1506583;Pará;Santa Maria das Barreiras, Pará, Brazil
