Município,Ano,Código IBGE,Desmatamento (km²),PIB per capita (R$),PIB (R$ 1.000),VAB Agropecuária (R$ 1.000),VAB Indústria (R$ 1.000),VAB Serviços (R$ 1.000),População,Focos de Queimada,Total de Benefícios Básicos (Bolsa Família),Área plantada soja (ha),Área plantada milho (ha),Total Rebanho (Bovino),Internações por Doenças Respiratórias
Capitão Poço,2011,1502301,9.20526636136369,4901.47,255155.87,63080.78,12270.52,67904.38,52057,263,7771,0,1480,67693,6321
Capitão Poço,2012,1502301,0.6080895745018255,5761.47,300829.54,74848.5,29642.32,74776.86,52214,181,8128,0,1480,67287,6853
Capitão Poço,2013,1502301,1.1258439693270963,7039.56,369837.61,117356.93,26171.07,90607.09,52537,174,8360,0,1480,68854,5803
Capitão Poço,2014,1502301,1.2116262706018217,7241.58,381023.15,108491.25,21242.35,102290.63,52616,130,7911,0,1480,79697,5799
Capitão Poço,2015,1502301,1.2082335051173962,8328.1,438832.46,133102.0,26075.6,114443.21,52693,164,7614,0,1480,80075,5393
Capitão Poço,2016,1502301,1.064416137213147,9099.13,480142.76,146667.82,24206.19,128233.79,52768,131,7227,0,1000,73979,5271
Capitão Poço,2017,1502301,1.789817668019812,8592.3,454008.71,100979.43,23280.06,130470.5,52839,145,7381,0,1000,69200,3998
Capitão Poço,2018,1502301,1.4914420120547571,9215.48,499285.42,111161.62,28621.88,143956.07,54179,57,7561,0,1500,72134,3600
Capitão Poço,2019,1502301,1.630571208684508,12969.72,704294.82,271743.9,41827.5,159958.42,54303,91,7153,0,1500,78377,3377
Capitão Poço,2020,1502301,1.1716313691723714,12970.14,705899.86,248626.5,35501.57,167815.75,54425,107,7856,0,1500,87672,2062
Capitão Poço,2021,1502301,2.291345465175013,11289.26,615772.82,131839.77,35356.61,169240.74,54545,92,8050,0,1500,106921,1898
Capitão Poço,2022,1502301,1.5294921826857577,13308.57,720750.65,216462.0,40613.9,184161.11,54157,158,8127,0,1500,112153,2186
Capitão Poço,2023,1502301,4.438169477454732,14048.11,761661.86,229633.23,42888.87,194257.57,54218,155,8224,0,1500,116727,1699
Capitão Poço,2024,1502301,4.945103327257729,14787.64,802573.07,242804.45,45163.83,204354.04,54273,172,8322,0,1322,106228,1188
Castanhal,2008,1502400,5.610494703010714,8353.87,1329183.71,47104.54,257681.01,636284.13,159110,108,9274,0,1200,25500,17549
Castanhal,2009,1502400,0.5407330615676647,8981.99,1450564.18,21928.41,233895.81,759672.59,161497,84,13083,0,400,26778,17908
Castanhal,2010,1502400,1.523871093259467,10046.01,1738923.33,73235.17,339856.08,808553.76,173096,55,13908,0,500,26784,15567
Castanhal,2011,1502400,0.9802648715328118,10901.51,1919930.57,57410.09,312206.54,938670.17,176116,80,16913,0,500,27400,16169
Castanhal,2012,1502400,0.5508387073294367,13128.16,2349756.34,60307.04,373271.35,1213194.04,178986,74,17603,0,400,30936,16099
Castanhal,2013,1502400,1.2315085602662634,13252.32,2437326.51,113045.26,376215.41,1136610.03,183917,49,17388,0,400,31830,16834
Castanhal,2014,1502400,0.198583258630787,14499.37,2709860.14,88652.21,418953.76,1302344.13,186895,53,17354,0,400,27346,19089
Castanhal,2015,1502400,0.6679391573880709,16899.58,3207269.49,126623.0,510287.45,1524648.36,189784,57,15138,0,450,30792,16028
Castanhal,2016,1502400,0.8447947870116518,18723.87,3605674.38,161479.73,540931.87,1725028.46,192571,50,10838,0,550,31245,14505
Castanhal,2017,1502400,0.914971541533012,19248.13,3758254.9,103397.46,589466.32,1783001.19,195253,53,9218,0,370,18000,13918
Castanhal,2018,1502400,0.4399684709059722,19726.04,3911556.11,127650.46,539920.31,1905623.6,198294,23,9066,0,350,35360,14380
Castanhal,2019,1502400,0.2502266097949734,20090.55,4034040.89,128363.13,604723.45,1905274.19,200793,21,8889,0,350,35398,16149
Castanhal,2020,1502400,0.7473096327573283,21157.59,4300301.24,130546.41,606768.82,1949995.89,203251,27,12495,0,350,34185,18002
Castanhal,2021,1502400,0.9202013200741268,22897.75,4709312.38,140845.75,642823.73,2195383.03,205667,21,11072,0,400,36446,18790
Castanhal,2022,1502400,0.4910696520369145,24211.84,4954938.97,161250.75,696533.97,2317079.52,204649,40,10594,0,400,36581,22548
Castanhal,2023,1502400,0.3504073330883472,25364.79,5220721.75,169602.38,728957.53,2437601.7,205826,33,10271,0,400,42960,22711
Castanhal,2024,1502400,0.3180595948619097,26517.73,5486504.52,177954.02,761381.09,2558123.89,206899,38,9948,0,276,38321,25022
Chaves,2008,1502509,0.1772049628627157,3104.04,62788.54,23251.34,3912.96,4673.94,20228,180,1703,0,0,79000,0
Chaves,2009,1502509,0.8398346271653272,3451.93,70785.25,25189.55,2822.35,6305.68,20506,236,1667,0,0,83744,0
Chaves,2010,1502509,2.633700660797266,3912.62,82705.0,31099.76,4064.17,5389.08,21138,35,1717,0,0,91480,0
Chaves,2011,1502509,0.1165940516677411,4621.54,98374.02,39114.73,3384.87,6443.0,21286,178,1889,0,0,99000,0
Chaves,2012,1502509,0.2440029760319459,5301.4,114282.22,49307.48,3291.29,7594.98,21557,283,2223,0,0,101402,0
Chaves,2013,1502509,0.0712554643836796,6253.98,137768.98,59348.05,4753.51,9100.88,22029,143,2295,0,0,73420,0
Chaves,2014,1502509,0.1701213703375333,6603.68,147275.34,62725.42,4764.5,10518.42,22302,264,3036,0,0,77567,51
Chaves,2015,1502509,0.751758024930832,7409.12,167194.3,69678.55,5497.74,11965.82,22566,290,3039,0,0,76705,110
Chaves,2016,1502509,0.0,7818.59,178428.01,70639.77,5633.47,14100.69,22821,237,3005,0,0,67249,142
Chaves,2017,1502509,2.169486256098352,7864.99,181413.94,72241.79,5326.94,12850.16,23066,213,3054,0,0,75771,127
Chaves,2018,1502509,0.0,7980.56,187399.47,67394.23,4594.31,14953.42,23482,117,2932,0,0,64135,185
Chaves,2019,1502509,0.2998981313670768,8200.87,194500.06,70059.83,4251.29,14668.15,23717,45,2843,0,0,66748,130
Chaves,2020,1502509,0.0633092520739905,9122.54,218466.55,86587.7,3371.94,14541.96,23948,56,3257,0,0,70485,195
Chaves,2021,1502509,0.0,10269.71,248270.22,111397.16,3203.38,14036.86,24175,39,3102,0,0,68018,53
Chaves,2022,1502509,0.0710126644141883,10454.77,250513.23,101486.68,4543.48,17072.7,23962,42,3534,0,0,65482,6
Chaves,2023,1502509,0.0625193518115087,10973.35,264013.55,107036.95,4588.58,17947.7,24060,186,3664,0,0,67456,226
Chaves,2024,1502509,0.0,11491.93,277513.87,112587.22,4633.69,18822.7,24149,225,3795,0,0,61365,186
Colares,2008,1502608,0.4752601609127597,3586.58,40768.65,8294.22,1569.57,7928.21,11367,21,1023,0,40,500,
Colares,2009,1502608,0.0,3394.57,38810.14,8650.69,1325.1,7368.82,11433,16,1119,0,5,103,
Colares,2010,1502608,0.157538885271608,3698.33,42094.34,10250.11,1515.33,7611.52,11382,8,1289,0,20,130,
Colares,2011,1502608,0.1505185229835293,3941.65,45088.56,8778.7,1400.72,8608.72,11439,17,1401,0,10,157,
Colares,2012,1502608,0.0,4250.94,48864.5,11529.29,-1831.83,10396.99,11495,19,1404,0,10,129,
Colares,2013,1502608,0.0,5242.49,60812.87,13594.07,1681.01,11558.06,11600,9,1355,0,10,123,
Colares,2014,1502608,0.0,5187.46,60387.24,11302.29,2007.56,11642.94,11641,14,1293,0,10,139,
Colares,2015,1502608,0.0,5635.79,65837.33,11170.36,2290.64,12599.72,11682,12,1251,0,10,386,
Colares,2016,1502608,0.095242186948571,6201.14,72683.55,12003.45,2496.58,14790.96,11721,10,1269,0,12,223,
Colares,2017,1502608,0.1695599386962236,6721.99,79043.91,13842.92,2676.62,14930.82,11759,7,1565,0,10,412,
Colares,2018,1502608,0.0,6715.38,80853.16,13480.2,2765.86,16373.41,12040,0,1758,0,10,508,
Colares,2019,1502608,0.0,7021.17,84850.89,13713.02,2661.96,16504.39,12085,4,1798,0,10,560,
Colares,2020,1502608,0.0641827682853488,7678.14,93143.57,14931.82,2773.76,17422.08,12131,5,2007,0,10,383,
Colares,2021,1502608,0.0814671054390579,8293.17,100969.32,20699.35,2835.43,16851.11,12175,3,1952,0,10,665,
Colares,2022,1502608,0.1442619911222265,8397.32,101686.23,17266.08,3147.28,18969.95,12109,2,1948,0,10,784,
Colares,2023,1502608,0.0,8778.22,106537.65,17927.84,3317.7,19836.54,12137,2,2013,0,10,1002,
Colares,2024,1502608,0.0,9159.11,111389.07,18589.59,3488.11,20703.13,12162,14,2078,0,6,762,
Conceição do Araguaia,2008,1502707,46.98047844213455,5329.73,250049.56,32787.86,60494.99,79072.75,46916,356,3687,1000,2080,243397,4402
Conceição do Araguaia,2009,1502707,7.22308725001069,5457.62,257801.75,31399.12,44132.7,94259.8,47237,240,4229,0,1860,235913,4399
Conceição do Araguaia,2010,1502707,17.79996795047129,6567.85,299034.03,41559.13,51222.19,104592.32,45530,1018,4495,1000,1500,258843,4766
Conceição do Araguaia,2011,1502707,5.170541855538448,7890.85,360801.42,52792.65,54396.01,127624.22,45724,129,4539,300,1400,271975,4942
Conceição do Araguaia,2012,1502707,7.318757798662803,9300.05,426732.88,61051.97,79945.6,144127.8,45885,299,4694,350,1400,295172,4802
Conceição do Araguaia,2013,1502707,5.846317843525115,8818.61,407472.54,72000.98,56218.66,135865.81,46206,293,4676,400,1500,307069,5185
Conceição do Araguaia,2014,1502707,4.281717867354533,10020.12,463951.54,68379.98,66795.94,167902.88,46302,235,4582,1200,500,313561,5019
Conceição do Araguaia,2015,1502707,1.6717555519001976,11227.05,520879.14,81741.52,64857.1,189990.8,46395,415,4381,745,700,301103,4200
Conceição do Araguaia,2016,1502707,6.781905459727494,11689.71,543396.4,84240.82,49957.27,213310.63,46485,286,3712,880,740,288677,4243
Conceição do Araguaia,2017,1502707,3.031623570685656,12012.19,559419.79,82466.85,44834.78,212276.83,46571,647,3032,1110,1000,279313,3942
Conceição do Araguaia,2018,1502707,2.763516259898964,11575.66,552552.58,77360.39,44440.7,213299.73,47734,202,2660,2338,800,269546,4177
Conceição do Araguaia,2019,1502707,8.915600843638547,11443.12,547713.41,77637.73,32204.45,209751.41,47864,296,2226,3372,800,256439,4089
Conceição do Araguaia,2020,1502707,2.152730469090733,12978.83,622866.89,108936.45,34348.14,227900.17,47991,507,2864,3714,2000,269218,3755
Conceição do Araguaia,2021,1502707,4.650098595194214,13775.85,662825.06,143288.71,30254.23,232473.49,48115,191,2154,7111,800,298233,4130
Conceição do Araguaia,2022,1502707,4.771781302323855,14570.82,694793.26,121061.27,35547.71,260431.74,47684,246,2392,7466,864,320567,4416
Conceição do Araguaia,2023,1502707,7.088073865411417,15198.48,725760.96,127529.97,33486.43,272751.7,47752,244,2216,7466,7466,330962,4547
Conceição do Araguaia,2024,1502707,7.085813270824343,15826.14,756728.66,133998.67,31425.15,285071.66,47815,440,2041,6437,2330,311856,4557
Concórdia do Pará,2008,1502756,2.4250666993755767,4112.12,91075.28,23663.05,4862.27,22023.73,22148,210,2010,0,300,20000,963
Concórdia do Pará,2009,1502756,0.864884837700013,5109.59,113693.43,33745.74,4810.27,27764.6,22251,218,2432,0,300,18000,857
Concórdia do Pará,2010,1502756,0.4366924180674195,4843.39,136685.21,40600.14,8161.54,27577.8,28221,112,2749,0,300,8926,1073
Concórdia do Pará,2011,1502756,0.5633316752217373,5545.02,159552.27,40102.22,10114.77,33582.18,28774,149,2967,0,600,9180,1080
Concórdia do Pará,2012,1502756,0.5930062199518962,6625.05,194199.98,56747.94,9673.84,38231.98,29313,158,3351,0,100,8623,796
Concórdia do Pará,2013,1502756,0.5608452305050591,7868.61,237891.67,74906.99,14371.76,46457.11,30233,142,3912,0,130,9705,546
Concórdia do Pará,2014,1502756,0.2848718026792607,8097.3,249404.89,63166.91,17476.63,57065.46,30801,138,4266,0,40,9973,865
Concórdia do Pará,2015,1502756,0.4911383913089387,8306.15,260414.41,56475.02,17360.11,64568.39,31352,173,3924,0,40,9958,773
Concórdia do Pará,2016,1502756,0.2397730647669825,8058.31,256931.29,49762.71,16644.59,62759.04,31884,119,4037,0,40,9839,626
Concórdia do Pará,2017,1502756,3.101791152925099,9025.51,292381.24,63210.81,15686.45,65377.21,32395,134,4380,0,45,9923,820
Concórdia do Pará,2018,1502756,0.4032427318226546,8936.22,293528.06,44817.22,13857.05,72902.77,32847,66,5090,0,60,9916,913
Concórdia do Pará,2019,1502756,0.3118152734324381,8763.34,291977.03,42896.93,13470.28,75403.65,33318,64,5118,0,60,11877,983
Concórdia do Pará,2020,1502756,0.7708248406357021,9554.54,322761.94,54944.05,14602.38,74015.97,33781,85,5118,0,60,12637,712
Concórdia do Pará,2021,1502756,0.2936942870157279,12274.67,420235.55,110681.66,17568.81,93596.69,34236,45,5022,0,60,13572,773
Concórdia do Pará,2022,1502756,0.3329631056410068,11389.97,393348.93,76534.32,19085.18,92902.86,34535,99,5698,0,60,14569,760
Concórdia do Pará,2023,1502756,0.2290816781178253,11888.45,414169.43,79541.55,19928.34,98039.18,34838,95,5940,0,60,14955,765
Concórdia do Pará,2024,1502756,0.6278320379189127,12386.92,434989.94,82548.78,20771.5,103175.5,35117,80,6182,0,0,11797,649
Cumaru do Norte,2008,1502764,182.7015530051621,6236.24,70768.89,45747.4,1503.11,6032.84,11348,1148,758,0,7800,440378,0
Cumaru do Norte,2009,1502764,36.50443275874822,6534.01,77689.38,46977.92,1472.49,7253.13,11890,318,1128,0,3000,588925,262
Cumaru do Norte,2010,1502764,42.53074870105823,10305.11,107976.98,76538.01,2187.43,7223.58,10478,4543,1229,0,2400,638983,524
Cumaru do Norte,2011,1502764,58.91656287737632,12567.87,135871.22,96518.98,2854.17,8590.95,10811,389,1281,0,2400,683072,494
Cumaru do Norte,2012,1502764,57.782242366993984,13888.65,154775.1,111268.37,1628.78,9744.21,11144,752,1302,2500,2500,749278,486
Cumaru do Norte,2013,1502764,37.79918279536427,15916.78,186289.98,131082.96,3515.25,12036.25,11704,423,1274,4000,2600,821185,560
Cumaru do Norte,2014,1502764,25.48988119652634,17012.86,205328.18,140502.34,5401.11,15633.83,12069,592,1337,6000,3400,743174,607
Cumaru do Norte,2015,1502764,40.64991152858917,18623.5,231359.75,161468.04,5283.04,16177.5,12423,708,1242,7800,4000,772554,470
Cumaru do Norte,2016,1502764,32.637619155712834,20949.2,267416.58,183884.04,6030.21,20845.58,12765,392,1248,15000,5800,808396,446
Cumaru do Norte,2017,1502764,38.37569124111384,21037.05,275438.07,188215.03,5821.78,22289.82,13093,1311,1284,13053,26200,846495,606
Cumaru do Norte,2018,1502764,28.78124126201472,21926.44,288968.62,166425.63,29003.68,29550.17,13179,232,1298,10252,10964,807787,598
Cumaru do Norte,2019,1502764,43.87964617603574,21280.31,286709.65,171897.69,6132.98,40434.7,13473,446,1121,12220,11665,750015,525
Cumaru do Norte,2020,1502764,69.78694367795478,29684.53,408488.84,276335.27,7885.5,46858.67,13761,730,1312,20000,27000,725962,411
Cumaru do Norte,2021,1502764,46.79134394044903,28975.18,406927.48,267033.65,7684.79,52202.86,14044,207,1238,11668,10964,733564,1040
Cumaru do Norte,2022,1502764,25.367203286542644,30138.39,412294.98,267937.66,12729.76,46961.1,13680,638,1336,11668,5945,739730,678
Cumaru do Norte,2023,1502764,15.43014230299026,31824.1,437705.66,284006.53,13604.16,50414.25,13754,282,1352,13645,5945,690442,888
Cumaru do Norte,2024,1502764,16.10192895702527,33509.81,463116.33,300075.41,14478.56,53867.41,13820,1347,1367,17892,14564,814019,844
Curionópolis,2008,1502772,4.692464900106065,4687.23,84848.18,22957.37,11427.11,18438.87,18102,86,2619,0,1000,255300,1252
Curionópolis,2009,1502772,0.8951199205197204,4962.76,89051.68,23081.64,4656.92,26037.2,17944,45,2802,0,1000,256000,1551
Curionópolis,2010,1502772,3.646259946925185,6356.66,116295.01,37977.68,12079.37,24464.35,18295,204,2641,0,1000,280000,1402
Curionópolis,2011,1502772,0.259416297263599,8112.06,147615.11,43419.52,14013.8,35165.94,18197,43,2656,0,1000,290000,1530
Curionópolis,2012,1502772,0.4788727762126418,10921.54,197767.22,44092.32,37057.7,46964.07,18108,63,3048,0,1000,246000,1510
Curionópolis,2013,1502772,0.0,11548.08,207669.15,49579.43,34668.35,51354.79,17983,17,2955,0,1300,262000,1811
Curionópolis,2014,1502772,0.0,11566.07,206385.0,55881.23,25855.3,52965.6,17844,68,3072,0,1500,270000,1558
Curionópolis,2015,1502772,0.4619894473159573,19448.62,344415.6,61347.52,130076.48,72519.45,17709,118,2758,0,1000,265000,1451
Curionópolis,2016,1502772,0.4564027604087011,33740.07,593082.95,69211.08,322230.79,115180.36,17578,50,2691,0,2000,264446,1175
Curionópolis,2017,1502772,1.6604446226253469,49281.95,860117.95,65819.18,546444.81,138827.51,17453,137,3027,0,2600,256321,745
Curionópolis,2018,1502772,0.9252107551598412,45527.48,820131.97,56040.12,496817.15,149994.48,18014,29,3177,0,2600,253445,1122
Curionópolis,2019,1502772,2.771060034355574,52606.89,943188.9,61195.04,588425.02,160112.14,17929,53,2952,0,2680,244629,1218
Curionópolis,2020,1502772,3.7603718095447216,36130.03,644776.58,83261.11,320701.13,106308.38,17846,25,3089,0,2678,256300,1214
Curionópolis,2021,1502772,1.35336946957882,206447.92,3667340.78,108749.68,3061789.87,337598.28,17764,17,3009,0,2678,257434,1410
Curionópolis,2022,1502772,4.256608149023504,100262.83,1781967.68,92948.78,1310530.28,222792.35,17773,45,3114,0,2678,262400,1190
Curionópolis,2023,1502772,0.684311641451268,108856.56,1934585.41,97888.5,1431874.85,239774.84,17772,47,3144,0,2678,262700,1181
Curionópolis,2024,1502772,0.5012108989570863,117450.3,2087203.14,102828.21,1553219.42,256757.33,17771,90,3174,0,3126,255732,787
Curralinho,2008,1502806,0.7005377915403166,2424.61,65134.84,14275.78,2264.58,8825.32,26864,88,2037,0,80,164,1411
Curralinho,2009,1502806,3.2944375933214074,2717.43,74846.25,16490.75,1992.45,10123.33,27543,74,2520,0,80,153,1002
Curralinho,2010,1502806,9.062579070439837,3247.58,92822.41,21242.13,2736.9,11707.2,28582,82,3007,0,80,150,1313
Curralinho,2011,1502806,1.3695525404743758,3749.6,109503.43,24585.44,3017.74,14072.33,29204,47,4078,0,70,160,1529
Curralinho,2012,1502806,0.4519897556528651,4062.13,121205.78,31527.57,-992.9,16324.8,29838,79,4302,0,30,190,1361
Curralinho,2013,1502806,1.6872534742166858,5076.04,156925.88,41224.07,4150.23,21585.46,30915,110,4229,0,30,203,1031
Curralinho,2014,1502806,0.1769949182684662,5256.82,166068.3,38213.89,4669.8,25322.28,31591,76,4401,0,30,210,1568
Curralinho,2015,1502806,0.0899636557099555,14818.41,477864.03,298479.48,24833.88,47643.6,32248,85,4051,0,8,236,1417
Curralinho,2016,1502806,0.9800521743844266,19813.49,651487.51,446339.32,30318.25,62258.32,32881,151,4118,0,5,242,1542
Curralinho,2017,1502806,0.1519183843033497,18840.78,630977.85,418603.84,24761.52,61080.27,33490,96,4729,0,5,230,1701
Curralinho,2018,1502806,0.0,15402.22,522027.35,289740.33,19687.69,62746.77,33893,73,5192,0,3,220,1844
Curralinho,2019,1502806,1.7073753347242533,7353.21,253303.33,42714.0,7006.27,42297.48,34448,77,5390,0,0,205,1688
Curralinho,2020,1502806,1.08447186121086,7636.34,267226.12,47932.78,6273.49,40074.47,34994,166,5453,0,0,168,1306
Curralinho,2021,1502806,2.7825555985847545,7951.38,282512.4,56014.47,6530.03,34818.31,35530,37,5271,0,0,115,1509
Curralinho,2022,1502806,0.7624494077969696,14587.79,501044.19,232320.64,17799.66,60000.03,34347,87,5929,0,0,50,1644
Curralinho,2023,1502806,1.1523457118807796,15405.68,530974.79,246274.03,18865.81,63629.75,34466,167,6160,0,0,45,1761
Curralinho,2024,1502806,3.092809515143008,16223.58,560905.39,260227.41,19931.96,67259.47,34573,107,6391,0,0,132,1873
Curuá,2008,1502855,4.049022079049109,4493.83,56820.04,28157.45,2058.68,6723.09,12644,70,1104,0,600,28286,
Curuá,2009,1502855,4.2773136610815525,5095.02,66153.71,30052.89,2290.98,8500.18,12984,175,1311,0,600,26020,
Curuá,2010,1502855,7.355262867981341,7652.47,93834.61,52103.27,4235.6,10252.47,12262,53,1518,0,50,32647,
Curuá,2011,1502855,3.3467207199379665,5028.5,62790.9,20511.64,1744.15,8141.81,12487,43,1844,0,60,34034,
Curuá,2012,1502855,2.1142216725567646,5637.37,71662.24,26634.36,-1182.33,9973.49,12712,108,2010,0,60,32109,
Curuá,2013,1502855,1.416753812973524,6038.9,79091.43,26247.73,1607.66,11045.26,13097,76,2128,0,70,32181,
Curuá,2014,1502855,5.885482129978745,6549.12,87319.42,26418.53,2423.91,13249.59,13333,104,2074,0,80,34433,
Curuá,2015,1502855,3.791735680050349,7207.05,97742.04,30226.39,3141.52,14038.52,13562,156,2054,0,90,37187,
Curuá,2016,1502855,5.637007479306159,7900.58,108893.7,30489.99,3656.82,17175.8,13783,94,2033,0,100,37148,
Curuá,2017,1502855,5.884555233038844,8641.22,120942.54,33175.22,4205.56,17933.14,13996,131,2108,0,100,44068,
Curuá,2018,1502855,5.04588423013836,8767.11,124466.68,32221.71,4514.51,20262.35,14197,67,2136,0,110,44924,
Curuá,2019,1502855,11.21245547161265,8996.41,129485.28,33841.03,4935.12,20088.35,14393,48,2050,0,80,42411,
Curuá,2020,1502855,9.553594644020372,9620.04,140327.53,41054.07,3700.14,20719.96,14587,113,2254,0,80,45382,
Curuá,2021,1502855,6.86779129858022,10132.44,149716.9,45804.71,3550.08,20928.94,14776,33,2132,0,56,45914,
Curuá,2022,1502855,6.187301415373992,10278.55,150699.87,37868.33,4475.91,23306.3,14662,65,2418,0,56,49563,
Curuá,2023,1502855,6.49582869838008,10679.88,157562.26,38565.65,4683.35,24518.25,14753,154,2486,0,56,49181,
Curuá,2024,1502855,4.386996642025103,11081.21,164424.66,39262.96,4890.78,25730.2,14838,134,2553,0,0,51371,
Curuçá,2008,1502905,2.279795569839365,2801.37,100261.08,23802.93,3411.35,20340.69,35790,53,3457,0,30,1652,362
Curuçá,2009,1502905,1.4471642041647337,3133.4,115146.02,25441.6,3802.75,23835.2,36748,51,3528,0,30,1720,697
Curuçá,2010,1502905,1.5822011939134777,3849.54,132770.77,31402.01,4562.72,25838.05,34490,42,4014,0,45,1595,966
Curuçá,2011,1502905,0.4077184315344093,4533.66,158310.74,42152.93,4890.15,29955.19,34919,39,4530,0,20,1435,1586
Curuçá,2012,1502905,0.0684831135505949,4695.55,166799.95,48365.49,-6272.57,35502.71,35523,38,5513,0,20,1328,360
Curuçá,2013,1502905,2.298078067958809,6028.96,220400.72,66444.9,6068.93,40391.21,36557,33,5891,0,80,1720,951
Curuçá,2014,1502905,0.1425016785090778,5917.27,220051.59,62564.46,7725.89,43710.9,37188,26,6621,0,80,1485,910
Curuçá,2015,1502905,0.244749017439059,6395.54,241751.54,69410.78,8660.44,48003.86,37800,37,6109,0,70,1504,862
Curuçá,2016,1502905,0.973228871761487,6938.84,266389.02,74231.7,9126.29,54220.85,38391,43,6770,0,70,1372,930
Curuçá,2017,1502905,0.4317387245389771,7090.57,276241.41,67560.83,9101.28,55548.34,38959,39,8058,0,80,220,991
Curuçá,2018,1502905,1.0979185433096,7266.55,287319.29,71555.17,9851.87,60245.37,39540,16,8595,0,80,1709,654
Curuçá,2019,1502905,0.5614054115897416,7232.78,289788.51,67247.32,9553.66,56818.72,40066,17,8211,0,15,2115,719
Curuçá,2020,1502905,0.8681885736452838,8146.58,330620.81,80923.57,11729.93,58331.12,40584,13,8059,0,15,2825,405
Curuçá,2021,1502905,0.6820213023985577,8998.53,369776.76,103441.16,13686.86,60211.57,41093,11,7969,0,20,3395,967
Curuçá,2022,1502905,0.0699267643716242,9235.11,373484.73,97525.82,13235.8,69078.74,40442,21,9362,0,20,4027,1501
Curuçá,2023,1502905,0.4117972516433055,9675.71,393038.62,102581.22,14087.24,72451.58,40621,29,9779,0,20,2980,1520
Curuçá,2024,1502905,0.0,10116.3,412592.5,107636.62,14938.68,75824.43,40785,21,10196,0,36,2989,1828
Dom Eliseu,2008,1502939,53.266959410184704,6844.02,268018.67,54037.31,52032.51,78173.39,39161,313,3394,7000,10000,134457,4434
Dom Eliseu,2009,1502939,40.59849515756338,7321.05,286165.19,77630.52,28831.49,90000.48,39088,202,3136,7300,6400,122018,4971
Dom Eliseu,2010,1502939,37.23839343267587,6076.46,311832.02,78211.6,29141.93,90268.0,51318,330,3364,9000,4800,106315,4570
Dom Eliseu,2011,1502939,24.605226689002187,7706.14,402445.21,116382.24,35388.55,113818.17,52224,140,3945,13800,8204,105634,4043
Dom Eliseu,2012,1502939,29.440923625077783,7009.91,372226.31,77258.19,23885.16,118617.64,53100,225,3950,20000,10000,102980,4117
Dom Eliseu,2013,1502939,10.3154787104907,7715.33,421272.37,81622.74,26869.83,144523.91,54602,110,3753,32000,12500,102064,4275
Dom Eliseu,2014,1502939,5.829264007401347,8574.72,476008.69,98345.24,32631.3,155973.72,55513,211,3641,32000,12500,90765,3828
Dom Eliseu,2015,1502939,6.850885969279076,10065.67,567683.6,132831.83,39265.72,185160.63,56398,273,3348,70000,16500,88426,3271
Dom Eliseu,2016,1502939,7.324698072916726,11473.4,656863.63,182911.45,38487.65,209336.21,57251,170,2776,70000,12000,66838,2839
Dom Eliseu,2017,1502939,5.630482523137109,11707.14,679845.38,151792.15,45877.31,223333.34,58071,229,2931,84000,13200,57562,2142
Dom Eliseu,2018,1502939,10.651255485222556,11624.33,685323.93,114465.22,44929.73,251198.93,58956,122,3580,88000,12000,58727,1931
Dom Eliseu,2019,1502939,13.141964138192368,11068.01,660970.26,84584.22,40964.24,246900.06,59719,141,3569,85000,6000,62315,1996
Dom Eliseu,2020,1502939,26.701822862466344,12959.81,783666.68,122204.29,45567.99,277831.37,60469,207,4404,90000,5000,65970,1865
Dom Eliseu,2021,1502939,43.14291437739704,15367.96,940611.43,233611.58,49662.08,303092.35,61206,163,4449,101500,5200,86915,2129
Dom Eliseu,2022,1502939,47.621907742659474,14318.69,893920.98,173712.93,45987.54,311389.53,62430,225,3896,121500,30350,85123,2682
Dom Eliseu,2023,1502939,40.74086016799078,14937.24,941558.69,181580.48,47037.92,329210.72,63034,239,3937,170000,33000,88704,2081
Dom Eliseu,2024,1502939,39.8044462861084,15555.79,989196.41,189448.02,48088.3,347031.91,63590,284,3978,144118,19841,59565,2116
Eldorado do Carajás,2008,1502954,30.334936275181683,4589.19,134499.88,30357.17,21778.74,28670.02,29308,372,2535,0,2800,250600,
Eldorado do Carajás,2009,1502954,24.614033944839832,5636.82,164882.51,30756.58,33935.64,36000.95,29251,237,2440,0,2800,210000,
Eldorado do Carajás,2010,1502954,22.004943386997446,6310.48,200326.12,39856.04,48403.0,36777.61,31745,571,2640,0,430,230000,
Eldorado do Carajás,2011,1502954,5.298377837388248,6701.35,214135.08,42291.62,39415.08,43394.26,31954,232,2850,0,430,234000,
Eldorado do Carajás,2012,1502954,2.6212465490608103,7387.73,237256.99,41539.49,53849.67,50810.97,32115,187,3329,0,430,194000,
Eldorado do Carajás,2013,1502954,4.6454223395137415,7694.93,249469.72,48853.96,41110.37,54744.82,32420,100,3434,0,430,220000,
Eldorado do Carajás,2014,1502954,4.1146196778914685,8382.01,272784.23,58024.04,38840.54,63887.82,32544,139,3886,0,700,266000,
Eldorado do Carajás,2015,1502954,4.527561465892977,8809.17,287742.69,77371.61,26008.99,66277.72,32664,206,3931,0,700,300000,
Eldorado do Carajás,2016,1502954,10.564881368736131,9726.99,318850.6,82477.14,33664.85,73820.57,32780,83,3548,0,1200,321322,
Eldorado do Carajás,2017,1502954,1.9472746941591093,10926.73,359401.87,92792.85,30190.84,88548.43,32892,160,3034,0,1600,339704,
