Município,Ano,Código IBGE,Desmatamento (km²),PIB per capita (R$),PIB (R$ 1.000),VAB Agropecuária (R$ 1.000),VAB Indústria (R$ 1.000),VAB Serviços (R$ 1.000),População,Focos de Queimada,Total de Benefícios Básicos (Bolsa Família),Área plantada soja (ha),Área plantada milho (ha),Total Rebanho (Bovino),Internações por Doenças Respiratórias
Eldorado do Carajás,2018,1502954,3.925971866261343,11213.94,377618.09,79936.22,33642.79,107345.88,33674,56,2892,0,1600,317482,
Eldorado do Carajás,2019,1502954,3.4958545115454687,12710.98,429732.92,79119.47,42030.1,130070.96,33808,63,2494,0,1600,342780,
Eldorado do Carajás,2020,1502954,2.847487511372907,15367.64,521577.87,113416.51,70775.22,143691.74,33940,39,2997,0,1648,375000,
Eldorado do Carajás,2021,1502954,3.127018913049021,16321.07,556042.4,156254.46,48345.07,139684.72,34069,41,2338,0,1648,399164,
Eldorado do Carajás,2022,1502954,3.154628839196714,15560.55,530526.82,127843.33,48373.63,144607.86,34094,54,3049,0,1648,415000,
Eldorado do Carajás,2023,1502954,3.4148971918985898,16380.26,560079.72,135621.99,49471.16,153758.19,34192,48,3052,0,1648,417000,
Eldorado do Carajás,2024,1502954,1.0100601887479943,17199.96,589632.62,143400.65,50568.68,162908.51,34281,67,3055,0,1449,427780,
Faro,2008,1503002,2.02247830691884,1803.46,33742.79,4438.91,913.08,4494.39,18710,20,847,0,100,9226,58
Faro,2009,1503002,2.3171143657870568,1986.66,38908.7,5661.87,957.02,4698.76,19585,69,1175,0,50,7934,37
Faro,2010,1503002,5.620390162354158,3608.43,29520.56,7453.14,1284.17,4951.68,8181,21,1264,0,80,7457,91
Faro,2011,1503002,3.005671851448392,3806.21,30582.9,5596.04,1271.05,5515.88,8035,23,1283,0,12,871,464
Faro,2012,1503002,0.7053151620465905,5193.07,41009.68,7352.02,6102.14,6950.89,7897,32,1339,0,20,1019,213
Faro,2013,1503002,1.350386077168981,7068.79,54288.33,17582.15,2426.0,8534.22,7680,29,1328,0,20,12149,90
Faro,2014,1503002,2.4389237705828424,5719.76,42921.07,8390.34,1970.92,7814.7,7504,24,1370,0,10,10966,338
Faro,2015,1503002,3.214087842169293,6884.64,50485.03,10172.41,2245.02,9103.07,7333,46,1260,0,15,11318,317
Faro,2016,1503002,0.8719095467353761,7306.25,52371.21,10616.29,2277.85,10271.3,7168,13,1390,0,20,12109,352
Faro,2017,1503002,1.1485549874332666,8060.94,56499.12,9675.74,2532.36,11206.97,7009,41,1506,0,6,13102,405
Faro,2018,1503002,3.3241571103549967,7502.26,54909.06,5933.76,2613.83,12122.37,7319,23,1648,0,3,9757,426
Faro,2019,1503002,1.182605067768612,8342.29,60014.41,5626.07,2392.48,15149.25,7194,21,1706,0,5,10635,369
Faro,2020,1503002,1.1710722659820905,8994.51,63591.2,7240.28,2564.45,14226.59,7070,46,1713,0,6,7118,320
Faro,2021,1503002,3.447798592584744,11041.86,76729.91,6823.24,2843.92,17199.97,6949,28,1673,0,6,2759,356
Faro,2022,1503002,4.755539940697632,10883.44,71293.65,8481.63,3041.42,16628.94,6551,44,1790,0,6,1702,361
Faro,2023,1503002,2.8145325814341287,11502.96,74270.19,8540.49,3138.43,17586.71,6457,57,1843,0,3,4491,38
Faro,2024,1503002,1.8484152751478489,12122.47,77246.74,8599.35,3235.43,18544.47,6372,52,1896,0,0,6602,451
Floresta do Araguaia,2008,1503044,20.50256093784561,8656.52,134314.57,45495.27,36249.64,22314.85,15516,251,1260,1700,4500,147292,855
Floresta do Araguaia,2009,1503044,12.132801266505544,10609.26,165812.12,58734.71,42569.41,27768.18,15629,194,1824,1400,4500,146094,1293
Floresta do Araguaia,2010,1503044,12.6403827715033,15205.38,271035.98,72779.8,119332.49,35805.83,17825,403,1904,500,1700,152702,1299
Floresta do Araguaia,2011,1503044,4.007056446108257,20543.7,370526.1,81344.58,188778.09,48030.67,18036,156,2202,800,2800,157068,1189
Floresta do Araguaia,2012,1503044,5.38134098115685,17198.27,314642.28,91794.97,111899.42,51168.67,18295,202,2452,950,3600,166237,1379
Floresta do Araguaia,2013,1503044,4.969520381660908,19069.35,357378.69,106204.56,135121.91,51895.42,18741,182,2591,1200,4500,168494,1395
Floresta do Araguaia,2014,1503044,4.0307197029192245,16514.78,313863.35,107866.24,82825.71,53187.09,19005,201,2544,1250,4000,182039,1389
Floresta do Araguaia,2015,1503044,3.235593692494535,17207.88,331441.02,149357.85,44764.49,60939.58,19261,200,2377,2500,3800,186621,1395
Floresta do Araguaia,2016,1503044,3.126010392933725,16168.34,315412.0,150482.61,25458.85,57940.98,19508,138,2312,3500,4400,180742,1333
Floresta do Araguaia,2017,1503044,3.973510254868962,12643.12,249651.0,103665.66,11778.22,51115.7,19746,166,2206,3808,5765,183236,1212
Floresta do Araguaia,2018,1503044,1.2896775942089802,16939.99,340155.01,170350.9,15965.25,61463.74,20080,91,2120,3200,700,176557,1222
Floresta do Araguaia,2019,1503044,3.1537846438339363,13425.59,272593.2,102002.11,13017.38,58541.18,20304,122,1939,3680,2024,173898,1208
Floresta do Araguaia,2020,1503044,2.380036712575329,20198.77,414579.71,200037.91,27688.07,71789.63,20525,142,2170,4273,2400,193014,1205
Floresta do Araguaia,2021,1503044,3.027972841230724,29053.27,602622.89,260687.23,116728.34,95087.58,20742,63,2269,8166,700,208454,1508
Floresta do Araguaia,2022,1503044,2.311512204976537,21596.06,453187.55,211676.5,33974.41,82281.89,20985,112,2393,8574,735,241447,1316
Floresta do Araguaia,2023,1503044,3.102917391469181,22252.35,471193.24,223701.89,29245.5,86138.06,21175,71,2425,7891,735,248613,1607
Floresta do Araguaia,2024,1503044,0.8904371488522816,22908.64,489198.93,235727.29,24516.59,89994.22,21354,75,2456,7581,1127,229380,1466
Garrafão do Norte,2008,1503077,8.277415741127442,3402.34,86541.83,29333.86,3429.91,12983.83,25436,244,3022,0,900,41844,0
Garrafão do Norte,2009,1503077,17.827438518196903,3564.24,91023.68,25522.82,3244.88,15509.77,25538,265,2872,0,700,41376,0
Garrafão do Norte,2010,1503077,6.927067858829011,4831.21,121026.53,46680.94,5617.76,16823.3,25051,165,3247,0,650,42384,0
Garrafão do Norte,2011,1503077,9.828168982546062,4666.23,117108.37,33118.99,4787.42,18257.03,25097,188,4130,0,650,44079,0
Garrafão do Norte,2012,1503077,0.8633139413804184,5635.84,141780.75,50298.98,689.04,24245.72,25157,183,4359,0,650,48946,0
Garrafão do Norte,2013,1503077,0.3422754808861041,6795.17,171829.55,55949.77,6620.64,29815.85,25287,163,4270,0,650,50325,0
Garrafão do Norte,2014,1503077,3.964356819603947,7200.91,182233.4,48329.76,7421.1,37158.9,25307,156,4513,0,650,55324,0
Garrafão do Norte,2015,1503077,1.263303557010346,7592.22,192280.44,53842.32,8463.3,37040.31,25326,172,4121,0,650,56117,0
Garrafão do Norte,2016,1503077,0.9888519727124708,8547.0,216623.69,68684.98,8886.35,42293.59,25345,76,4521,0,650,57520,0
Garrafão do Norte,2017,1503077,0.6054992822755523,9553.58,242307.42,76960.94,9600.71,44146.23,25363,135,4928,0,900,56680,0
Garrafão do Norte,2018,1503077,0.9817193130593648,8403.86,218668.37,46581.92,8713.94,45659.93,26020,27,4717,0,800,53125,386
Garrafão do Norte,2019,1503077,0.6202384219708215,8452.59,220325.32,41031.35,8259.66,46120.36,26066,90,4481,0,800,48555,861
Garrafão do Norte,2020,1503077,0.9255220406967,9831.84,256719.2,70897.48,8882.29,46323.7,26111,68,4523,0,800,57972,510
Garrafão do Norte,2021,1503077,1.1580773752376408,10553.72,276032.65,75424.66,9990.9,49008.46,26155,88,4327,0,1250,65689,556
Garrafão do Norte,2022,1503077,2.011502235815794,11126.97,288800.14,73355.69,10894.49,56312.0,25955,124,5028,0,800,69332,738
Garrafão do Norte,2023,1503077,2.126673205934916,11667.41,303168.72,76253.99,11446.06,59388.01,25984,133,5145,0,800,67875,550
Garrafão do Norte,2024,1503077,0.4592933335177674,12207.86,317537.3,79152.28,11997.63,62464.02,26011,101,5263,0,898,67972,483
Goianésia do Pará,2008,1503093,35.81138615850145,5167.42,147700.25,24058.19,25898.33,41947.29,28583,361,1385,0,1500,187380,2861
Goianésia do Pará,2009,1503093,25.888378269322388,5061.64,147617.79,18709.21,20721.11,42113.01,29164,567,2263,0,1500,136850,2782
Goianésia do Pará,2010,1503093,49.27119504431853,5610.99,170781.71,28888.13,25867.93,45256.65,30437,219,2498,0,1500,131600,2556
Goianésia do Pará,2011,1503093,21.454763272704604,6078.04,188607.79,32075.11,21114.28,52784.06,31031,231,2997,0,1500,262091,2838
Goianésia do Pará,2012,1503093,16.193822361142335,6413.9,226404.38,39800.48,15239.18,68712.74,35299,228,3045,0,1500,212152,2710
Goianésia do Pará,2013,1503093,38.347863221623726,7335.36,267740.61,49242.55,26937.56,67746.34,36500,263,3378,0,1500,236237,1765
Goianésia do Pará,2014,1503093,23.26505102220992,8537.85,318026.34,52772.32,38398.85,83363.91,37249,266,3802,0,1500,260724,1156
Goianésia do Pará,2015,1503093,24.64381827044156,8549.07,324651.0,70104.71,28776.59,82253.21,37975,236,3507,0,2450,250730,1114
Goianésia do Pará,2016,1503093,20.631369111778564,9680.6,374416.61,99045.62,24844.26,92696.57,38677,147,3123,0,1500,247493,1349
Goianésia do Pará,2017,1503093,23.59831587967522,9492.67,373555.45,98149.33,23091.1,90892.79,39352,178,2743,150,1500,180000,1533
Goianésia do Pará,2018,1503093,20.28202828898967,8514.52,339363.28,54560.14,18735.28,94833.21,39857,110,2869,0,0,226500,1556
Goianésia do Pará,2019,1503093,29.97467490086281,8573.14,346998.04,59858.51,16231.64,90338.18,40475,174,2694,0,0,241437,1254
Goianésia do Pará,2020,1503093,38.9871398763452,9072.58,372710.72,78243.41,15754.74,81172.73,41081,195,3204,0,0,268537,1073
Goianésia do Pará,2021,1503093,28.96463340401932,12156.01,506638.18,168148.98,16662.37,107078.69,41678,117,3135,0,0,313412,1122
Goianésia do Pará,2022,1503093,27.79356038149294,11189.85,472007.33,118821.7,18535.12,109992.92,42182,203,3421,0,0,333315,1448
Goianésia do Pará,2023,1503093,18.905760096208617,11631.88,495844.38,126344.06,17975.3,114742.55,42628,217,3490,0,0,314499,1854
Goianésia do Pará,2024,1503093,30.206041219052427,12073.92,519681.43,133866.41,17415.48,119492.19,43042,239,3559,15,0,318056,1441
Gurupá,2008,1503101,3.6069753663752553,3148.37,79672.6,19571.32,2704.85,13625.09,25306,87,1798,0,30,4706,1005
Gurupá,2009,1503101,5.5223850965047525,3581.04,91355.96,21696.0,2633.03,16692.81,25511,114,1907,0,35,4940,879
Gurupá,2010,1503101,6.227627239974281,3569.98,103743.6,25585.22,3437.39,15833.52,29060,76,2290,0,20,5138,1111
Gurupá,2011,1503101,0.5800639453954312,4099.89,121028.71,29805.7,3718.96,18165.94,29520,90,2952,0,25,5344,1346
Gurupá,2012,1503101,3.3980598681472234,4468.77,133897.85,37242.02,-155.36,20704.3,29963,99,3665,0,25,5557,1366
Gurupá,2013,1503101,0.6455075498586318,5334.5,163913.03,45733.67,4637.08,23174.59,30727,73,4007,0,30,23,1095
Gurupá,2014,1503101,1.926837669184737,5824.13,181607.98,45926.59,5785.48,29929.97,31182,86,4225,0,30,1444,1355
Gurupá,2015,1503101,0.2396815829436052,6230.65,197031.91,49403.67,6702.1,31692.83,31623,123,4091,0,0,1608,1216
Gurupá,2016,1503101,1.248785076537937,6275.68,201129.37,46028.94,6428.48,33266.45,32049,177,4467,0,30,1266,1500
Gurupá,2017,1503101,2.1708105644302247,7104.44,230595.82,50467.68,7037.0,36772.24,32458,135,5282,0,30,1419,1887
Gurupá,2018,1503101,2.9506524870280835,8172.72,269626.32,46036.41,8596.33,50855.03,32991,60,5954,0,30,1107,1878
Gurupá,2019,1503101,4.631436020769974,8415.96,280891.0,48677.2,8626.88,49152.12,33376,47,5849,0,30,1150,1404
Gurupá,2020,1503101,3.8286028583146328,8735.59,294869.95,61192.14,7170.76,47278.55,33755,83,5920,0,30,1122,1433
Gurupá,2021,1503101,2.1869698382621228,9795.38,334287.02,79022.9,8426.72,45322.74,34127,33,5789,0,30,1202,1914
Gurupá,2022,1503101,2.3512404453359226,9872.37,336640.69,69675.0,9488.7,53795.63,34099,43,6768,0,30,1122,1607
Gurupá,2023,1503101,1.7304163048568586,10381.48,355967.54,73189.86,10032.43,56849.66,34289,123,7116,0,30,1200,1898
Gurupá,2024,1503101,8.646347214759375,10890.59,375294.38,76704.72,10576.17,59903.69,34460,358,7464,0,29,0,1982
Igarapé-Açu,2008,1503200,4.185389031770155,3048.3,106705.64,21386.72,8324.5,26459.81,35005,85,3353,0,220,20575,960
Igarapé-Açu,2009,1503200,0.9733865154782024,3437.78,121150.72,22592.97,7608.58,32395.3,35241,80,3192,0,180,20655,1411
Igarapé-Açu,2010,1503200,0.5604712902718508,3817.19,136819.4,29073.75,9353.21,34387.75,35843,62,3690,0,150,19021,1424
Igarapé-Açu,2011,1503200,0.0588020644858179,5702.86,206186.84,44430.57,31295.1,46268.24,36155,54,4664,0,180,19050,1182
Igarapé-Açu,2012,1503200,0.1388050862429764,5823.12,212043.23,50850.86,19672.61,49335.42,36414,53,5473,0,200,19139,1112
Igarapé-Açu,2013,1503200,0.8049942078319643,7320.01,269983.83,73353.8,32693.69,61159.76,36883,38,5840,0,200,21345,1167
Igarapé-Açu,2014,1503200,0.0,7312.71,271389.3,61857.75,26415.61,70259.64,37112,51,6515,0,200,21899,823
Igarapé-Açu,2015,1503200,0.3040689424813433,7990.88,298323.48,84366.52,19389.39,74416.45,37333,32,6073,0,180,22105,481
Igarapé-Açu,2016,1503200,0.0953802320643597,8902.32,334255.31,88702.61,24727.63,86575.37,37547,18,6262,0,250,20849,206
Igarapé-Açu,2017,1503200,0.6157269162982574,8066.0,304515.62,58688.82,21530.68,84221.85,37753,32,6556,0,200,15000,827
Igarapé-Açu,2018,1503200,0.0,9200.36,355023.33,85443.2,21326.66,97277.03,38588,12,6489,0,200,16141,825
Igarapé-Açu,2019,1503200,0.0,8922.0,346235.89,56276.54,23437.89,103730.34,38807,20,6132,0,120,20643,688
Igarapé-Açu,2020,1503200,0.2214635750973973,9729.24,379664.1,74036.64,27825.96,100197.1,39023,33,6414,0,120,22569,827
Igarapé-Açu,2021,1503200,0.0653041310206217,10600.35,415894.01,82651.32,30206.44,108507.86,39234,23,6221,0,130,21371,1073
Igarapé-Açu,2022,1503200,0.0,11327.99,441054.45,92550.51,30638.02,119905.33,38935,32,7365,0,130,22934,1015
Igarapé-Açu,2023,1503200,0.108655539508948,11887.22,464069.42,96950.47,31829.68,126605.16,39039,34,7615,0,130,23274,1084
Igarapé-Açu,2024,1503200,0.0,12446.44,487084.39,101350.42,33021.34,133305.0,39134,42,7865,0,134,21538,1104
Igarapé-Miri,2008,1503309,2.3970003673570304,3423.59,193908.64,53245.56,10122.0,35041.21,56639,144,4773,0,80,1719,7139
Igarapé-Miri,2009,1503309,3.146833742711721,3735.54,212936.93,58736.04,7330.34,37888.32,57003,146,5875,0,80,1219,7411
Igarapé-Miri,2010,1503309,18.191708048587525,4086.01,237082.37,74174.26,9093.57,35824.8,58023,104,7177,0,60,1534,7780
Igarapé-Miri,2011,1503309,2.7218076808380385,4672.77,273347.88,82618.85,9852.28,41854.95,58498,88,8763,0,60,1320,7357
Igarapé-Miri,2012,1503309,1.0251790344340888,5456.87,321431.69,99191.6,18444.21,49389.42,58904,111,8972,0,60,1143,6983
Igarapé-Miri,2013,1503309,0.9773576653896004,6279.64,374542.74,121941.7,13012.49,56702.17,59644,116,9139,0,50,1180,5423
Igarapé-Miri,2014,1503309,0.2643894688521609,6857.06,411409.62,119490.21,15550.17,74579.65,59998,92,9357,0,50,970,6695
Igarapé-Miri,2015,1503309,0.5831305734654789,6206.97,374547.11,131674.92,14427.42,68769.13,60343,84,9141,0,50,1075,6902
Igarapé-Miri,2016,1503309,0.1487110956717059,5821.45,353216.42,96754.32,13169.44,74415.64,60675,138,9509,0,40,925,6731
Igarapé-Miri,2017,1503309,0.4877487761139472,6176.89,376753.49,112592.23,14399.98,74875.47,60994,184,9944,0,40,1946,6950
Igarapé-Miri,2018,1503309,1.1990487191548562,7923.89,494093.96,97610.84,21231.93,106678.24,62355,64,9743,0,40,1276,6686
Igarapé-Miri,2019,1503309,0.8186518000592501,8283.4,519352.52,99426.88,25178.86,104447.62,62698,81,9541,0,40,1800,7335
Igarapé-Miri,2020,1503309,1.079148362926652,9970.91,628526.34,168605.23,32090.98,105218.73,63036,94,9544,0,50,1900,6432
Igarapé-Miri,2021,1503309,4.4130431037411,10908.41,691233.36,188507.34,38042.58,126217.96,63367,60,9023,0,40,2100,7475
Igarapé-Miri,2022,1503309,0.5481754352617838,10172.8,642337.14,161911.17,31109.68,123136.95,63143,82,10742,0,40,2300,8503
Igarapé-Miri,2023,1503309,0.9671909793298424,10673.9,675959.39,169170.08,32953.38,130108.52,63328,173,11026,0,40,2500,8332
Igarapé-Miri,2024,1503309,1.1776222116361497,11175.0,709581.65,176429.0,34797.09,137080.08,63497,152,11311,0,30,2120,7936
Inhangapi,2008,1503408,1.093796486429897,3873.15,39250.46,13314.47,4148.4,5338.26,10134,47,609,0,300,13200,0
Inhangapi,2009,1503408,0.1068638220038006,3870.19,40160.97,12753.13,3976.08,5753.75,10377,74,825,0,320,9561,386
Inhangapi,2010,1503408,0.0,4559.36,45885.37,17036.54,4122.57,5955.94,10064,40,902,0,320,12704,581
Inhangapi,2011,1503408,0.0,5941.73,60712.57,25097.08,6294.4,7193.71,10218,34,956,0,320,12700,587
Inhangapi,2012,1503408,0.0614584920120483,6106.69,63466.85,27409.45,3437.76,8261.25,10393,38,1135,0,320,10202,492
Inhangapi,2013,1503408,0.2377411037762075,8492.56,90810.9,41524.61,6920.22,10116.41,10693,33,1326,0,320,13909,496
Inhangapi,2014,1503408,0.0,7943.98,86398.74,35602.66,7791.9,10515.6,10876,22,1581,0,0,11482,521
Inhangapi,2015,1503408,0.0,8618.2,95257.02,36242.83,9717.52,12041.73,11053,25,1523,0,0,13532,380
Inhangapi,2016,1503408,0.0679681966616149,10018.09,112443.02,45533.51,10183.24,13910.88,11224,20,1648,0,0,14010,249
Inhangapi,2017,1503408,0.1966056848581503,10070.45,114682.28,45083.83,10166.41,13854.22,11388,36,1802,0,0,5871,46
Inhangapi,2018,1503408,0.139759094507596,10911.49,126125.97,47723.22,11664.9,16762.25,11559,12,1710,0,10,12443,78
Inhangapi,2019,1503408,0.1840397841068182,10230.93,119814.38,40565.36,12793.43,15502.54,11711,6,1609,0,10,12763,0
Inhangapi,2020,1503408,0.2478255836305238,13141.94,155876.57,65517.47,16443.83,16279.72,11861,10,1711,0,10,12114,15
Inhangapi,2021,1503408,0.3133565535480624,14541.47,174628.5,76518.94,19361.1,16987.32,12009,7,1596,0,10,15190,41
Inhangapi,2022,1503408,0.0,14246.71,168622.5,68729.35,17247.15,18918.39,11836,24,1986,0,10,13549,0
Inhangapi,2023,1503408,0.0,15019.41,178481.56,72846.38,18337.04,19931.57,11883,23,2071,0,10,12862,4
Inhangapi,2024,1503408,0.0,15792.12,188340.62,76963.4,19426.93,20944.75,11926,19,2155,0,0,13044,27
Ipixuna do Pará,2008,1503457,46.48903212800389,6612.22,281918.82,93587.2,85846.24,34694.35,42636,384,2223,0,4400,114094,2144
Ipixuna do Pará,2009,1503457,32.84674858238944,6149.69,273021.53,96380.63,63421.65,35061.13,44396,311,3641,0,4300,105684,2529
Ipixuna do Pará,2010,1503457,45.41090179929426,7546.6,387766.77,98362.46,148013.21,44672.87,51383,222,3952,0,3800,98454,2984
Ipixuna do Pará,2011,1503457,14.34696914173246,9356.56,498873.0,141345.72,185269.54,58259.93,53318,187,4230,0,6000,105375,2704
Ipixuna do Pará,2012,1503457,8.982797780532332,8545.1,440662.33,149389.46,106376.24,60620.19,51569,216,4505,0,5800,110052,2974
Ipixuna do Pará,2013,1503457,18.308017766783383,8628.64,471201.52,148344.06,117220.32,56438.46,54609,181,4675,0,5500,85387,3378
Ipixuna do Pará,2014,1503457,6.364802810017791,8609.39,487403.15,145294.89,110964.84,65603.36,56613,289,4722,0,50,106639,3203
Ipixuna do Pará,2015,1503457,13.98840382262403,7449.84,436247.64,73299.77,111195.66,63311.4,58558,339,4579,0,50,108178,2778
Ipixuna do Pará,2016,1503457,11.296972254044045,8026.09,485040.77,106153.34,92321.2,75564.32,60433,257,4673,700,700,100352,3320
Ipixuna do Pará,2017,1503457,8.37916540457628,8693.07,541030.49,85130.34,129148.76,80163.85,62237,344,5157,840,750,95104,2792
Ipixuna do Pará,2018,1503457,12.534018667687317,8308.76,518923.71,59804.22,109294.36,86431.59,62455,150,5709,900,700,83206,2582
Ipixuna do Pará,2019,1503457,7.314867663316429,8998.99,576412.56,45039.7,158913.31,97683.62,64053,124,5608,7000,2800,105019,2846
Ipixuna do Pará,2020,1503457,23.21876567322055,9260.9,607746.26,64688.23,154612.74,87510.28,65625,227,6198,6500,2850,117963,2363
Ipixuna do Pará,2021,1503457,29.62473561287954,9307.92,625212.97,83539.64,139060.65,89508.3,67170,206,6409,6695,2905,121524,3848
Ipixuna do Pará,2022,1503457,10.534001573963184,9449.18,646343.4,65523.61,143699.14,101712.53,68402,183,6563,8700,2905,125753,4741
Ipixuna do Pará,2023,1503457,19.640961955887573,9609.12,669365.74,61018.57,146557.51,106364.45,69659,291,6806,8000,2900,130492,5542
Ipixuna do Pará,2024,1503457,40.49691757696957,9769.07,692388.08,56513.53,149415.89,111016.37,70876,300,7050,7733,1387,116897,5614
Irituia,2008,1503507,4.394632615878538,2707.52,82777.04,15967.91,3383.54,20006.44,30573,154,2871,0,150,66237,1147
Irituia,2009,1503507,0.8491207721166033,3002.27,91725.21,15124.22,3221.31,23897.35,30552,174,3129,0,150,71801,1246
Irituia,2010,1503507,0.0,3369.7,105747.94,22680.18,4172.84,23901.27,31382,145,3236,0,100,75400,1266
Irituia,2011,1503507,4.879917543626571,3673.1,115441.8,21292.98,4238.13,26821.24,31429,135,4811,0,115,67860,1292
Irituia,2012,1503507,0.2142611686835722,3851.17,121281.06,23571.04,-3791.59,31999.92,31492,102,4948,0,115,66874,1360
