"Código","Unidade Territorial","UF","Referência","Total de Benefícios Básicos","Total de Benefícios Variáveis","Total de Benefícios Variáveis vinculados ao Jovem (BVJ)","Total de Benefícios Variáveis vinculados à Nutriz (BVN)","Total de Benefícios Variáveis vinculados à Gestante (BVG)","Total de Benefícios para Superação da Extrema Pobreza (BSP)"
"150360","ITAITUBA","PA","2017","11878","20635","3640","427","649","5164"
"150370","ITUPIRANGA","PA","2007","4331","10701","","","",""
"150370","ITUPIRANGA","PA","2021","6660","11092","1908","194","73","2685"
"150370","ITUPIRANGA","PA","2006","2510","7753","","","",""
"150370","ITUPIRANGA","PA","2019","5820","10863","1717","151","309","2251"
"150370","ITUPIRANGA","PA","2004","1726","4885","","","",""
"150370","ITUPIRANGA","PA","2013","6167","12836","1995","130","6","1706"
"150370","ITUPIRANGA","PA","2009","4712","10164","1453","","",""
"150370","ITUPIRANGA","PA","2008","4584","10149","1343","","",""
"150370","ITUPIRANGA","PA","2016","6422","12944","2124","235","404","2328"
"150370","ITUPIRANGA","PA","2018","5928","11366","1779","185","309","2241"
"150370","ITUPIRANGA","PA","2015","6354","12993","2022","187","188","1800"
"150370","ITUPIRANGA","PA","2011","5495","12135","1558","5","7",""
"150370","ITUPIRANGA","PA","2017","6146","12088","1932","189","319","2252"
"150370","ITUPIRANGA","PA","2020","6466","11145","1740","37","171","2489"
"150370","ITUPIRANGA","PA","2010","4355","9283","882","","",""
"150370","ITUPIRANGA","PA","2005","1984","5642","","","",""
"150370","ITUPIRANGA","PA","2012","5552","11518","2245","65","23","871"
"150370","ITUPIRANGA","PA","2014","6820","13078","2230","154","126","2030"
"150375","JACAREACANGA","PA","2004","523","1870","","","",""
"150375","JACAREACANGA","PA","2008","1187","3001","247","","",""
"150375","JACAREACANGA","PA","2007","732","2131","","","",""
"150375","JACAREACANGA","PA","2015","2019","5262","760","36","144","1478"
"150375","JACAREACANGA","PA","2013","1947","5117","627","27","81","1536"
"150375","JACAREACANGA","PA","2006","693","2074","","","",""
"150375","JACAREACANGA","PA","2012","1847","4717","623","28","76","1321"
"150375","JACAREACANGA","PA","2016","1981","5266","816","26","43","1496"
"150375","JACAREACANGA","PA","2018","2289","5699","817","51","65","1554"
"150375","JACAREACANGA","PA","2021","2592","5899","877","53","30","1939"
"150375","JACAREACANGA","PA","2017","2157","5600","804","31","57","1423"
"150375","JACAREACANGA","PA","2011","1572","4161","357","2","20",""
"150375","JACAREACANGA","PA","2009","1405","3394","252","","",""
"150375","JACAREACANGA","PA","2019","2412","5915","773","67","103","1756"
"150375","JACAREACANGA","PA","2005","528","1875","","","",""
"150375","JACAREACANGA","PA","2014","2030","5224","739","33","48","1444"
"150375","JACAREACANGA","PA","2010","1566","3698","174","","",""
"150375","JACAREACANGA","PA","2020","2607","5942","781","4","76","1872"
"150380","JACUNDÁ","PA","2007","2995","7545","","","",""
"150380","JACUNDÁ","PA","2018","7216","9953","1342","246","219","5657"
"150380","JACUNDÁ","PA","2016","6756","10301","1447","202","241","5044"
"150380","JACUNDÁ","PA","2015","6840","10518","1474","184","103","4656"
"150380","JACUNDÁ","PA","2012","6351","11317","1652","126","113","2401"
"150380","JACUNDÁ","PA","2004","1154","2638","","","",""
"150380","JACUNDÁ","PA","2005","1386","3642","","","",""
"150380","JACUNDÁ","PA","2006","2360","6920","","","",""
"150380","JACUNDÁ","PA","2014","6813","10760","1514","214","90","4365"
"150380","JACUNDÁ","PA","2017","6638","9805","1406","225","274","5006"
"150380","JACUNDÁ","PA","2011","5669","10996","1112","56","13",""
"150380","JACUNDÁ","PA","2020","7470","9359","1393","23","200","6157"
"150380","JACUNDÁ","PA","2021","7353","8798","1615","197","63","6199"
"150380","JACUNDÁ","PA","2019","7017","9431","1326","210","308","5797"
"150380","JACUNDÁ","PA","2009","4473","9335","960","","",""
"150380","JACUNDÁ","PA","2010","4731","9249","811","","",""
"150380","JACUNDÁ","PA","2008","3184","7202","896","","",""
"150380","JACUNDÁ","PA","2013","6621","11249","1471","116","90","3913"
"150390","JURUTI","PA","2020","5585","11743","2009","0","315","1736"
"150390","JURUTI","PA","2021","5200","10822","2237","363","112","1822"
"150390","JURUTI","PA","2006","3206","8254","","","",""
"150390","JURUTI","PA","2013","4854","12630","1808","93","11","1608"
"150390","JURUTI","PA","2005","2322","6070","","","",""
"150390","JURUTI","PA","2014","5193","12549","2126","106","60","1812"
"150390","JURUTI","PA","2008","2552","7211","1121","","",""
"150390","JURUTI","PA","2011","3951","10716","1452","12","",""
"150390","JURUTI","PA","2019","4966","11587","2016","158","364","1623"
"150390","JURUTI","PA","2012","4442","11119","2014","59","11","1364"
"150390","JURUTI","PA","2007","3128","7947","","","",""
"150390","JURUTI","PA","2017","4985","12346","2123","185","487","1679"
"150390","JURUTI","PA","2004","1802","4467","","","",""
"150390","JURUTI","PA","2010","3179","7951","1052","","",""
"150390","JURUTI","PA","2009","3021","8053","1355","","",""
"150390","JURUTI","PA","2016","4915","12613","2157","188","376","1844"
"150390","JURUTI","PA","2018","5031","12008","2053","127","544","1565"
"150390","JURUTI","PA","2015","5176","12636","2064","118","65","1691"
"150400","LIMOEIRO DO AJURU","PA","2005","1459","3849","","","",""
"150400","LIMOEIRO DO AJURU","PA","2006","1639","3972","","","",""
"150400","LIMOEIRO DO AJURU","PA","2007","1682","4185","","","",""
"150400","LIMOEIRO DO AJURU","PA","2015","4083","7539","1383","85","185","1622"
"150400","LIMOEIRO DO AJURU","PA","2016","4299","7593","1478","124","204","2110"
"150400","LIMOEIRO DO AJURU","PA","2018","5113","7708","1485","161","316","2247"
"150400","LIMOEIRO DO AJURU","PA","2019","5171","7612","1370","190","301","2381"
"150400","LIMOEIRO DO AJURU","PA","2013","3883","8059","1186","53","107","651"
"150400","LIMOEIRO DO AJURU","PA","2004","1024","2714","","","",""
"150400","LIMOEIRO DO AJURU","PA","2011","2975","7519","694","25","8",""
"150400","LIMOEIRO DO AJURU","PA","2008","1641","4354","661","","",""
"150400","LIMOEIRO DO AJURU","PA","2014","4318","7945","1414","126","145","1459"
"150400","LIMOEIRO DO AJURU","PA","2012","3611","7908","1268","89","57","344"
"150400","LIMOEIRO DO AJURU","PA","2021","5101","6962","1393","117","38","2677"
"150400","LIMOEIRO DO AJURU","PA","2020","5199","7359","1349","20","103","2516"
"150400","LIMOEIRO DO AJURU","PA","2010","2581","6045","719","","",""
"150400","LIMOEIRO DO AJURU","PA","2017","4742","7733","1493","157","175","2012"
"150400","LIMOEIRO DO AJURU","PA","2009","2139","5262","772","","",""
"150405","MÃE DO RIO","PA","2017","5773","8594","1667","207","270","2743"
"150405","MÃE DO RIO","PA","2010","2780","5213","874","","",""
"150405","MÃE DO RIO","PA","2014","4452","7770","1557","112","91","1629"
"150405","MÃE DO RIO","PA","2008","2700","5630","876","","",""
"150405","MÃE DO RIO","PA","2009","2708","5329","964","","",""
"150405","MÃE DO RIO","PA","2016","4437","8003","1608","111","222","1791"
"150405","MÃE DO RIO","PA","2015","4251","7708","1453","124","86","1276"
"150405","MÃE DO RIO","PA","2018","6395","8393","1576","229","384","3006"
"150405","MÃE DO RIO","PA","2011","3725","7208","717","30","23",""
"150405","MÃE DO RIO","PA","2007","2838","6195","","","",""
"150405","MÃE DO RIO","PA","2012","4301","7807","1384","93","76","957"
"150405","MÃE DO RIO","PA","2019","6154","7956","1493","168","273","2944"
"150405","MÃE DO RIO","PA","2013","4281","7807","1236","88","93","1286"
"150405","MÃE DO RIO","PA","2021","5996","7194","1405","196","62","3014"
"150405","MÃE DO RIO","PA","2006","2817","6563","","","",""
"150405","MÃE DO RIO","PA","2020","6087","7599","1326","0","184","3092"
"150405","MÃE DO RIO","PA","2004","1869","3799","","","",""
"150405","MÃE DO RIO","PA","2005","2432","5247","","","",""
"150410","MAGALHÃES BARATA","PA","2011","1121","2158","266","","",""
"150410","MAGALHÃES BARATA","PA","2010","978","1950","218","","",""
"150410","MAGALHÃES BARATA","PA","2012","1096","1917","414","1","19","451"
"150410","MAGALHÃES BARATA","PA","2019","1071","1650","328","23","46","485"
"150410","MAGALHÃES BARATA","PA","2013","1100","2015","372","7","32","458"
"150410","MAGALHÃES BARATA","PA","2008","1030","2031","261","","",""
"150410","MAGALHÃES BARATA","PA","2004","475","1064","","","",""
"150410","MAGALHÃES BARATA","PA","2007","1048","2175","","","",""
"150410","MAGALHÃES BARATA","PA","2021","1167","1546","322","41","12","391"
"150410","MAGALHÃES BARATA","PA","2006","1059","2215","","","",""
"150410","MAGALHÃES BARATA","PA","2014","1125","2094","391","34","47","571"
"150410","MAGALHÃES BARATA","PA","2005","716","1555","","","",""
"150410","MAGALHÃES BARATA","PA","2017","1013","1722","327","27","40","536"
"150410","MAGALHÃES BARATA","PA","2015","1018","1896","365","13","47","565"
"150410","MAGALHÃES BARATA","PA","2016","975","1835","359","26","32","561"
"150410","MAGALHÃES BARATA","PA","2018","1077","1754","358","30","53","503"
"150410","MAGALHÃES BARATA","PA","2009","986","2068","295","","",""
"150410","MAGALHÃES BARATA","PA","2020","1183","1638","313","3","36","441"
"150420","MARABÁ","PA","2005","4520","13803","","","",""
"150420","MARABÁ","PA","2013","16160","38932","5519","217","248","7558"
"150420","MARABÁ","PA","2012","15012","35428","6094","169","59","5158"
"150420","MARABÁ","PA","2011","13890","35362","2952","50","",""
"150420","MARABÁ","PA","2015","13738","34589","5783","124","164","3518"
"150420","MARABÁ","PA","2020","13182","30242","4584","2","541","2042"
"150420","MARABÁ","PA","2019","9482","27713","4280","233","486","1609"
"150420","MARABÁ","PA","2016","10007","32511","5406","144","552","1962"
"150420","MARABÁ","PA","2021","11494","29124","5364","697","255","2300"
"150420","MARABÁ","PA","2018","9055","28593","4215","339","239","1228"
"150420","MARABÁ","PA","2007","6106","17071","","","",""
"150420","MARABÁ","PA","2017","8156","28009","4449","285","325","844"
"150420","MARABÁ","PA","2004","3363","9454","","","",""
"150420","MARABÁ","PA","2008","7478","20399","2631","","",""
"150420","MARABÁ","PA","2009","9736","23459","3502","","",""
"150420","MARABÁ","PA","2006","6152","17300","","","",""
"150420","MARABÁ","PA","2010","12843","30231","3392","","",""
"150420","MARABÁ","PA","2014","16212","38020","6498","149","314","5913"
"150430","MARACANÃ","PA","2013","4798","8404","1527","69","91","1973"
"150430","MARACANÃ","PA","2014","4988","8016","1609","55","68","2149"
"150430","MARACANÃ","PA","2009","3031","6879","1016","","",""
"150430","MARACANÃ","PA","2017","5530","8034","1599","137","199","2340"
"150430","MARACANÃ","PA","2012","4419","8013","1678","46","73","1650"
"150430","MARACANÃ","PA","2011","4221","8575","612","10","9",""
"150430","MARACANÃ","PA","2008","2997","6991","797","","",""
"150430","MARACANÃ","PA","2007","3032","7158","","","",""
"150430","MARACANÃ","PA","2021","5682","6807","1449","167","48","1944"
"150430","MARACANÃ","PA","2015","4941","7835","1491","98","100","1952"
"150430","MARACANÃ","PA","2016","4935","7810","1590","67","181","2242"
"150430","MARACANÃ","PA","2005","329","676","","","",""
"150430","MARACANÃ","PA","2019","5777","7532","1551","141","146","2207"
"150430","MARACANÃ","PA","2010","3176","6885","804","","",""
"150430","MARACANÃ","PA","2020","5878","7297","1447","25","97","2213"
"150430","MARACANÃ","PA","2018","5930","7948","1570","157","242","2388"
"150430","MARACANÃ","PA","2006","2201","5038","","","",""
"150430","MARACANÃ","PA","2004","310","611","","","",""
"150440","MARAPANIM","PA","2008","3036","5426","639","","",""
"150440","MARAPANIM","PA","2009","3037","5395","715","","",""
"150440","MARAPANIM","PA","2014","4167","6680","1278","100","24","1795"
"150440","MARAPANIM","PA","2010","3244","5594","811","","",""
"150440","MARAPANIM","PA","2005","530","1029","","","",""
"150440","MARAPANIM","PA","2012","3984","6677","1272","37","5","1680"
"150440","MARAPANIM","PA","2011","3868","6768","628","15","1",""
"150440","MARAPANIM","PA","2004","521","1003","","","",""
"150440","MARAPANIM","PA","2006","1835","3530","","","",""
"150440","MARAPANIM","PA","2019","3765","5433","1126","87","121","1354"
"150440","MARAPANIM","PA","2007","2572","4726","","","",""
"150440","MARAPANIM","PA","2021","3782","5002","1017","75","33","1113"
"150440","MARAPANIM","PA","2016","3881","6196","1258","56","95","2300"
"150440","MARAPANIM","PA","2018","4049","5848","1157","90","133","2069"
"150440","MARAPANIM","PA","2017","4220","6199","1251","85","111","2431"
"150440","MARAPANIM","PA","2013","4054","6695","1141","27","24","2061"
"150440","MARAPANIM","PA","2020","3974","5380","1018","1","89","1381"
"150440","MARAPANIM","PA","2015","3919","6229","1246","43","11","1703"
"150442","MARITUBA","PA","2010","10159","18183","1665","","",""
"150442","MARITUBA","PA","2014","12119","19430","3294","210","18","4007"
"150442","MARITUBA","PA","2005","4496","7865","","","",""
"150442","MARITUBA","PA","2012","11903","19500","3291","110","48","2633"
"150442","MARITUBA","PA","2008","5865","10375","1243","","",""
"150442","MARITUBA","PA","2015","11065","17856","3190","151","280","3273"
"150442","MARITUBA","PA","2016","11042","18053","3262","180","281","3348"
"150442","MARITUBA","PA","2018","12761","17644","3000","198","307","5079"
"150442","MARITUBA","PA","2007","5885","10990","","","",""
"150442","MARITUBA","PA","2006","5661","9773","","","",""
"150442","MARITUBA","PA","2009","8365","15138","1512","","",""
"150442","MARITUBA","PA","2013","11392","18535","2851","35","42","3497"
"150442","MARITUBA","PA","2020","12687","15793","2721","0","249","5885"
"150442","MARITUBA","PA","2011","11001","19398","1566","29","26",""
"150442","MARITUBA","PA","2021","12334","14892","2840","253","83","6400"
"150442","MARITUBA","PA","2017","11517","17842","3168","262","298","3757"
"150442","MARITUBA","PA","2019","12468","16343","2815","160","359","5613"
"150442","MARITUBA","PA","2004","3271","5095","","","",""
"150445","MEDICILÂNDIA","PA","2008","1737","3920","475","","",""
"150445","MEDICILÂNDIA","PA","2005","650","2081","","","",""
"150445","MEDICILÂNDIA","PA","2021","4558","5811","1000","132","67","3471"
"150445","MEDICILÂNDIA","PA","2017","4047","6195","1079","142","169","2253"
"150445","MEDICILÂNDIA","PA","2020","4645","6114","936","10","175","3482"
"150445","MEDICILÂNDIA","PA","2011","3298","6547","781","34","",""
"150445","MEDICILÂNDIA","PA","2012","3248","5970","1052","27","32","940"
"150445","MEDICILÂNDIA","PA","2007","1798","4443","","","",""
"150445","MEDICILÂNDIA","PA","2013","3410","6001","905","39","10","1204"
"150445","MEDICILÂNDIA","PA","2019","4213","5985","928","140","243","3154"
"150445","MEDICILÂNDIA","PA","2015","3523","5883","933","95","21","1295"
"150445","MEDICILÂNDIA","PA","2018","4291","6185","1002","137","192","2909"
"150445","MEDICILÂNDIA","PA","2014","3496","5889","993","76","26","1373"
"150445","MEDICILÂNDIA","PA","2016","3756","6150","1034","131","110","1736"
"150445","MEDICILÂNDIA","PA","2009","2291","4823","568","","",""
"150445","MEDICILÂNDIA","PA","2004","280","1006","","","",""
"150445","MEDICILÂNDIA","PA","2010","2474","4894","587","","",""
"150445","MEDICILÂNDIA","PA","2006","1833","4617","","","",""
"150450","MELGAÇO","PA","2010","2322","5797","711","","",""
"150450","MELGAÇO","PA","2005","901","2423","","","",""
"150450","MELGAÇO","PA","2013","3390","9577","1222","55","166","2019"
"150450","MELGAÇO","PA","2012","3264","8949","1276","71","63","1753"
"150450","MELGAÇO","PA","2018","3926","9702","1491","193","222","2576"
"150450","MELGAÇO","PA","2019","3934","9619","1417","187","206","2569"
"150450","MELGAÇO","PA","2015","3480","9126","1312","95","207","2354"
"150450","MELGAÇO","PA","2020","4011","9326","1461","5","68","2609"
"150450","MELGAÇO","PA","2006","1122","3234","","","",""
"150450","MELGAÇO","PA","2016","3310","9039","1410","107","72","1990"
"150450","MELGAÇO","PA","2007","1525","4248","","","",""
"150450","MELGAÇO","PA","2004","763","2072","","","",""
"150450","MELGAÇO","PA","2014","3522","9330","1426","140","165","2378"
"150450","MELGAÇO","PA","2021","3844","8968","1580","116","38","2615"
"150450","MELGAÇO","PA","2011","2971","8524","886","40","3",""
"150450","MELGAÇO","PA","2017","3727","9461","1440","196","239","2377"
"150450","MELGAÇO","PA","2008","1870","4903","595","","",""
"150450","MELGAÇO","PA","2009","1985","5119","734","","",""
"150460","MOCAJUBA","PA","2006","1826","5164","","","",""
"150460","MOCAJUBA","PA","2008","2183","5238","828","","",""
"150460","MOCAJUBA","PA","2015","4007","8485","1653","112","82","3236"
"150460","MOCAJUBA","PA","2012","4016","8646","1656","85","83","2192"
"150460","MOCAJUBA","PA","2019","6388","9877","1812","185","209","5619"
"150460","MOCAJUBA","PA","2016","4733","9385","1726","144","178","4163"
"150460","MOCAJUBA","PA","2004","130","385","","","",""
"150460","MOCAJUBA","PA","2018","6481","10326","1882","242","314","5677"
"150460","MOCAJUBA","PA","2010","2899","6339","943","","",""
"150460","MOCAJUBA","PA","2005","184","524","","","",""
"150460","MOCAJUBA","PA","2007","1963","5173","","","",""
"150460","MOCAJUBA","PA","2011","3841","8636","1204","","19",""
"150460","MOCAJUBA","PA","2014","4216","8785","1735","127","144","3345"
"150460","MOCAJUBA","PA","2017","5923","10157","1867","252","246","5133"
"150460","MOCAJUBA","PA","2013","4097","8987","1633","83","149","2952"
"150460","MOCAJUBA","PA","2021","6309","8962","1952","171","81","5664"
"150460","MOCAJUBA","PA","2009","2348","5359","1111","","",""
"150460","MOCAJUBA","PA","2020","6403","9553","1804","1","49","5619"
"150470","MOJU","PA","2008","4663","11294","1716","","",""
"150470","MOJU","PA","2013","10009","18996","2649","223","4","6480"
"150470","MOJU","PA","2014","11129","20040","3392","264","128","9249"
"150470","MOJU","PA","2021","14996","17633","3639","317","136","10281"
"150470","MOJU","PA","2006","4918","12686","","","",""
"150470","MOJU","PA","2007","4891","12295","","","",""
"150470","MOJU","PA","2011","7565","16392","1423","46","",""
"150470","MOJU","PA","2005","4507","11554","","","",""
"150470","MOJU","PA","2017","13386","20902","3525","294","454","7429"
