"Código","Unidade Territorial","UF","Referência","Total de Benefícios Básicos","Total de Benefícios Variáveis","Total de Benefícios Variáveis vinculados ao Jovem (BVJ)","Total de Benefícios Variáveis vinculados à Nutriz (BVN)","Total de Benefícios Variáveis vinculados à Gestante (BVG)","Total de Benefícios para Superação da Extrema Pobreza (BSP)"
"150470","MOJU","PA","2020","15202","19155","3365","2","255","10217"
"150475","MOJUÍ DOS CAMPOS","PA","2017","2962","4830","816","83","66","1385"
"150475","MOJUÍ DOS CAMPOS","PA","2014","1149","2235","277","40","34","382"
"150475","MOJUÍ DOS CAMPOS","PA","2019","3173","4733","822","80","154","1939"
"150475","MOJUÍ DOS CAMPOS","PA","2021","3070","4155","873","113","24","1973"
"150475","MOJUÍ DOS CAMPOS","PA","2016","2599","4521","804","63","41","1137"
"150475","MOJUÍ DOS CAMPOS","PA","2018","3101","4757","808","71","99","1746"
"150475","MOJUÍ DOS CAMPOS","PA","2015","2015","3690","598","46","24","708"
"150475","MOJUÍ DOS CAMPOS","PA","2020","3132","4478","805","2","62","2005"
"150480","MONTE ALEGRE","PA","2007","6323","13240","","","",""
"150480","MONTE ALEGRE","PA","2016","9494","15437","3011","234","433","6336"
"150480","MONTE ALEGRE","PA","2015","9578","15200","3129","150","188","6691"
"150480","MONTE ALEGRE","PA","2017","9444","15329","2955","281","543","4413"
"150480","MONTE ALEGRE","PA","2018","9165","14600","2763","209","321","2614"
"150480","MONTE ALEGRE","PA","2008","6212","12357","1855","","",""
"150480","MONTE ALEGRE","PA","2020","9349","13734","2458","5","269","2024"
"150480","MONTE ALEGRE","PA","2006","4873","11954","","","",""
"150480","MONTE ALEGRE","PA","2010","6924","12944","2039","","",""
"150480","MONTE ALEGRE","PA","2014","10156","16126","3396","187","172","7696"
"150480","MONTE ALEGRE","PA","2019","8666","13747","2661","185","465","1802"
"150480","MONTE ALEGRE","PA","2013","9645","16267","3211","78","170","7733"
"150480","MONTE ALEGRE","PA","2012","9819","16917","3537","174","157","6062"
"150480","MONTE ALEGRE","PA","2021","8697","12738","2568","371","92","1917"
"150480","MONTE ALEGRE","PA","2009","6126","11740","2377","","",""
"150480","MONTE ALEGRE","PA","2011","9172","17266","2754","79","30",""
"150480","MONTE ALEGRE","PA","2004","1993","4913","","","",""
"150480","MONTE ALEGRE","PA","2005","2258","5483","","","",""
"150490","MUANÁ","PA","2015","5415","9811","1687","143","223","3742"
"150490","MUANÁ","PA","2021","6495","9130","1843","192","80","4846"
"150490","MUANÁ","PA","2008","2925","5603","857","","",""
"150490","MUANÁ","PA","2016","5821","10017","1792","143","101","4430"
"150490","MUANÁ","PA","2020","6610","9683","1693","39","145","4983"
"150490","MUANÁ","PA","2010","3373","6504","984","","",""
"150490","MUANÁ","PA","2011","3765","7694","931","18","10",""
"150490","MUANÁ","PA","2019","6591","9971","1716","192","316","4956"
"150490","MUANÁ","PA","2009","2917","5609","1147","","",""
"150490","MUANÁ","PA","2018","6624","10235","1795","187","209","5086"
"150490","MUANÁ","PA","2014","5734","10130","1769","169","201","3727"
"150490","MUANÁ","PA","2006","2972","6208","","","",""
"150490","MUANÁ","PA","2012","4234","8188","1588","51","63","1735"
"150490","MUANÁ","PA","2013","5142","9604","1521","81","89","2683"
"150490","MUANÁ","PA","2005","872","1850","","","",""
"150490","MUANÁ","PA","2004","319","678","","","",""
"150490","MUANÁ","PA","2017","6444","10340","1810","281","224","4869"
"150490","MUANÁ","PA","2007","2949","6040","","","",""
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2015","3878","6790","1089","106","130","3336"
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2006","1550","3987","","","",""
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2018","4385","6603","1053","131","318","4023"
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2016","4116","6886","1093","81","236","3604"
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2005","986","2777","","","",""
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2013","3394","6420","915","53","40","2258"
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2017","4207","6618","1139","58","217","3755"
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2014","4164","7034","1131","122","108","3437"
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2007","1639","4014","","","",""
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2012","3015","5849","974","34","60","1422"
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2019","4207","6251","1057","139","227","3867"
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2011","2835","5946","738","10","10",""
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2010","2861","5723","384","","",""
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2021","4132","5683","1061","120","51","3828"
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2020","4195","6054","990","3","139","3833"
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2008","1768","3988","411","","",""
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2009","2777","5869","438","","",""
"150495","NOVA ESPERANÇA DO PIRIÁ","PA","2004","596","1784","","","",""
"150497","NOVA IPIXUNA","PA","2010","1399","2703","351","","",""
"150497","NOVA IPIXUNA","PA","2014","1714","3340","588","34","3","342"
"150497","NOVA IPIXUNA","PA","2009","1358","2585","379","","",""
"150497","NOVA IPIXUNA","PA","2004","545","1530","","","",""
"150497","NOVA IPIXUNA","PA","2006","1225","2923","","","",""
"150497","NOVA IPIXUNA","PA","2017","1071","2617","430","46","61","345"
"150497","NOVA IPIXUNA","PA","2005","872","2422","","","",""
"150497","NOVA IPIXUNA","PA","2012","1783","3503","568","30","0","442"
"150497","NOVA IPIXUNA","PA","2020","1411","2578","430","0","50","500"
"150497","NOVA IPIXUNA","PA","2018","1177","2689","422","40","25","426"
"150497","NOVA IPIXUNA","PA","2016","1172","2904","511","35","76","309"
"150497","NOVA IPIXUNA","PA","2019","1129","2495","399","34","67","428"
"150497","NOVA IPIXUNA","PA","2013","1807","3675","488","28","1","511"
"150497","NOVA IPIXUNA","PA","2015","1500","3098","549","30","8","286"
"150497","NOVA IPIXUNA","PA","2011","1571","3196","451","10","",""
"150497","NOVA IPIXUNA","PA","2008","1063","2308","297","","",""
"150497","NOVA IPIXUNA","PA","2007","1125","2664","","","",""
"150497","NOVA IPIXUNA","PA","2021","1233","2381","489","58","20","534"
"150500","NOVA TIMBOTEUA","PA","2010","1426","2164","341","","",""
"150500","NOVA TIMBOTEUA","PA","2005","396","680","","","",""
"150500","NOVA TIMBOTEUA","PA","2007","1355","2483","","","",""
"150500","NOVA TIMBOTEUA","PA","2018","2314","2356","467","51","36","856"
"150500","NOVA TIMBOTEUA","PA","2016","2199","2489","454","59","87","922"
"150500","NOVA TIMBOTEUA","PA","2012","2061","2683","480","17","2","601"
"150500","NOVA TIMBOTEUA","PA","2014","2167","2484","472","39","38","853"
"150500","NOVA TIMBOTEUA","PA","2020","2317","2166","401","10","43","1027"
"150500","NOVA TIMBOTEUA","PA","2021","2238","2024","423","57","20","1030"
"150500","NOVA TIMBOTEUA","PA","2009","1319","2123","409","","",""
"150500","NOVA TIMBOTEUA","PA","2004","344","592","","","",""
"150500","NOVA TIMBOTEUA","PA","2008","1346","2249","346","","",""
"150500","NOVA TIMBOTEUA","PA","2019","2191","2158","454","34","44","979"
"150500","NOVA TIMBOTEUA","PA","2006","1338","2586","","","",""
"150500","NOVA TIMBOTEUA","PA","2013","2151","2637","436","13","22","872"
"150500","NOVA TIMBOTEUA","PA","2015","2154","2485","427","40","34","867"
"150500","NOVA TIMBOTEUA","PA","2017","2303","2441","492","55","79","776"
"150500","NOVA TIMBOTEUA","PA","2011","1881","2648","405","18","",""
"150503","NOVO PROGRESSO","PA","2006","497","2534","","","",""
"150503","NOVO PROGRESSO","PA","2017","1291","3388","452","64","77","502"
"150503","NOVO PROGRESSO","PA","2012","1315","3315","488","12","33","315"
"150503","NOVO PROGRESSO","PA","2018","1214","3333","402","57","47","337"
"150503","NOVO PROGRESSO","PA","2014","1643","3538","576","38","20","568"
"150503","NOVO PROGRESSO","PA","2015","1533","3323","526","20","38","592"
"150503","NOVO PROGRESSO","PA","2010","1016","2851","229","","",""
"150503","NOVO PROGRESSO","PA","2016","1303","3228","540","16","88","565"
"150503","NOVO PROGRESSO","PA","2008","487","2019","210","","",""
"150503","NOVO PROGRESSO","PA","2019","1101","3060","395","24","94","266"
"150503","NOVO PROGRESSO","PA","2007","500","2322","","","",""
"150503","NOVO PROGRESSO","PA","2020","1437","3297","422","0","45","354"
"150503","NOVO PROGRESSO","PA","2004","354","1916","","","",""
"150503","NOVO PROGRESSO","PA","2013","1320","3099","455","2","14","410"
"150503","NOVO PROGRESSO","PA","2021","1088","2963","493","86","35","351"
"150503","NOVO PROGRESSO","PA","2005","381","2430","","","",""
"150503","NOVO PROGRESSO","PA","2009","1013","2913","295","","",""
"150503","NOVO PROGRESSO","PA","2011","1141","3126","331","17","2",""
"150506","NOVO REPARTIMENTO","PA","2006","5670","12116","","","",""
"150506","NOVO REPARTIMENTO","PA","2017","5430","11363","1741","67","244","1940"
"150506","NOVO REPARTIMENTO","PA","2020","5865","10516","1700","0","67","1946"
"150506","NOVO REPARTIMENTO","PA","2005","3265","7344","","","",""
"150506","NOVO REPARTIMENTO","PA","2021","5738","10387","1914","119","56","2067"
"150506","NOVO REPARTIMENTO","PA","2011","6211","13969","1742","25","22",""
"150506","NOVO REPARTIMENTO","PA","2015","6635","13850","2148","104","147","2006"
"150506","NOVO REPARTIMENTO","PA","2009","5681","12824","1408","","",""
"150506","NOVO REPARTIMENTO","PA","2007","5414","11768","","","",""
"150506","NOVO REPARTIMENTO","PA","2012","6646","14201","2429","45","80","1369"
"150506","NOVO REPARTIMENTO","PA","2018","5503","10896","1669","56","105","2050"
"150506","NOVO REPARTIMENTO","PA","2016","6089","13198","2112","91","218","2191"
"150506","NOVO REPARTIMENTO","PA","2019","5050","9857","1614","45","151","1761"
"150506","NOVO REPARTIMENTO","PA","2008","4444","11321","1310","","",""
"150506","NOVO REPARTIMENTO","PA","2014","6766","14137","2223","84","162","2016"
"150506","NOVO REPARTIMENTO","PA","2004","2535","5523","","","",""
"150506","NOVO REPARTIMENTO","PA","2010","5533","12181","1085","","",""
"150506","NOVO REPARTIMENTO","PA","2013","6760","14794","2180","48","113","1452"
"150510","ÓBIDOS","PA","2004","2287","5477","","","",""
"150510","ÓBIDOS","PA","2010","4981","10479","868","","",""
"150510","ÓBIDOS","PA","2021","6148","10785","2116","338","99","2802"
"150510","ÓBIDOS","PA","2007","3950","10660","","","",""
"150510","ÓBIDOS","PA","2020","6374","11337","1920","3","332","2784"
"150510","ÓBIDOS","PA","2015","6208","12494","2067","42","213","3660"
"150510","ÓBIDOS","PA","2008","4102","10203","985","","",""
"150510","ÓBIDOS","PA","2006","3485","9671","","","",""
"150510","ÓBIDOS","PA","2011","5631","12348","1378","23","6",""
"150510","ÓBIDOS","PA","2017","6086","12295","2031","162","433","3158"
"150510","ÓBIDOS","PA","2009","4255","9777","1064","","",""
"150510","ÓBIDOS","PA","2018","5886","11528","1945","65","476","3086"
"150510","ÓBIDOS","PA","2016","6168","12838","2149","123","414","3564"
"150510","ÓBIDOS","PA","2013","6172","13013","1926","63","108","3741"
"150510","ÓBIDOS","PA","2005","2368","5759","","","",""
"150510","ÓBIDOS","PA","2012","5868","12091","2131","57","149","2392"
"150510","ÓBIDOS","PA","2019","5661","11032","1923","156","456","2768"
"150510","ÓBIDOS","PA","2014","6462","12952","2114","118","312","4044"
"150520","OEIRAS DO PARÁ","PA","2009","2804","6410","858","","",""
"150520","OEIRAS DO PARÁ","PA","2004","1880","4340","","","",""
"150520","OEIRAS DO PARÁ","PA","2012","4091","9645","1597","113","125","1867"
"150520","OEIRAS DO PARÁ","PA","2019","6003","10734","1861","215","362","4945"
"150520","OEIRAS DO PARÁ","PA","2007","2275","5272","","","",""
"150520","OEIRAS DO PARÁ","PA","2014","4867","10492","1748","165","180","3848"
"150520","OEIRAS DO PARÁ","PA","2020","6024","10478","1866","25","150","5008"
"150520","OEIRAS DO PARÁ","PA","2013","4628","10879","1498","114","98","2723"
"150520","OEIRAS DO PARÁ","PA","2010","3067","6835","819","","",""
"150520","OEIRAS DO PARÁ","PA","2006","2344","5541","","","",""
"150520","OEIRAS DO PARÁ","PA","2005","2218","5069","","","",""
"150520","OEIRAS DO PARÁ","PA","2017","6067","11182","1874","228","380","4915"
"150520","OEIRAS DO PARÁ","PA","2015","4513","10083","1695","180","311","3732"
"150520","OEIRAS DO PARÁ","PA","2018","6264","11112","1895","258","453","5057"
"150520","OEIRAS DO PARÁ","PA","2011","3860","9557","1168","56","19",""
"150520","OEIRAS DO PARÁ","PA","2016","4977","10585","1816","191","330","4266"
"150520","OEIRAS DO PARÁ","PA","2021","5905","9921","1950","290","62","5023"
"150520","OEIRAS DO PARÁ","PA","2008","2172","4839","722","","",""
"150530","ORIXIMINÁ","PA","2008","4229","9798","1580","","",""
"150530","ORIXIMINÁ","PA","2005","2819","7857","","","",""
"150530","ORIXIMINÁ","PA","2017","8295","15588","2749","163","402","1905"
"150530","ORIXIMINÁ","PA","2007","4218","10287","","","",""
"150530","ORIXIMINÁ","PA","2006","4018","10570","","","",""
"150530","ORIXIMINÁ","PA","2010","4995","10616","1918","","",""
"150530","ORIXIMINÁ","PA","2013","7096","14754","2456","36","73","2327"
"150530","ORIXIMINÁ","PA","2020","8307","14687","2572","0","313","1757"
"150530","ORIXIMINÁ","PA","2014","7696","15367","2556","123","116","2429"
"150530","ORIXIMINÁ","PA","2004","1335","3555","","","",""
"150530","ORIXIMINÁ","PA","2021","7775","13588","2732","455","171","1828"
"150530","ORIXIMINÁ","PA","2011","5973","13506","2177","4","1",""
"150530","ORIXIMINÁ","PA","2009","4098","9184","2050","","",""
"150530","ORIXIMINÁ","PA","2015","8291","15765","2532","150","188","2598"
"150530","ORIXIMINÁ","PA","2016","8326","15994","2766","199","373","2774"
"150530","ORIXIMINÁ","PA","2019","7599","14349","2621","184","596","1569"
"150530","ORIXIMINÁ","PA","2018","8074","15189","2691","213","179","1744"
"150530","ORIXIMINÁ","PA","2012","6553","13459","2747","11","85","1928"
"150540","OURÉM","PA","2013","2906","4456","737","63","11","2035"
"150540","OURÉM","PA","2019","3376","3914","728","74","132","2292"
"150540","OURÉM","PA","2011","2563","4475","331","6","",""
"150540","OURÉM","PA","2008","1923","3834","430","","",""
"150540","OURÉM","PA","2020","3327","3752","664","0","82","2232"
"150540","OURÉM","PA","2018","3470","4114","742","68","62","2500"
"150540","OURÉM","PA","2016","3066","4350","805","65","111","2300"
"150540","OURÉM","PA","2015","2911","4270","786","58","60","2197"
"150540","OURÉM","PA","2006","2011","4341","","","",""
"150540","OURÉM","PA","2014","3086","4484","874","90","59","2307"
"150540","OURÉM","PA","2010","1981","3684","393","","",""
"150540","OURÉM","PA","2012","2812","4465","824","34","15","1393"
"150540","OURÉM","PA","2004","1151","2668","","","",""
"150540","OURÉM","PA","2017","3334","4271","751","102","87","2437"
"150540","OURÉM","PA","2007","1943","4180","","","",""
"150540","OURÉM","PA","2021","3268","3475","695","92","26","2123"
"150540","OURÉM","PA","2005","1667","3633","","","",""
"150540","OURÉM","PA","2009","1694","3506","451","","",""
"150543","OURILÂNDIA DO NORTE","PA","2006","977","2396","","","",""
"150543","OURILÂNDIA DO NORTE","PA","2015","3114","5851","782","82","88","1023"
"150543","OURILÂNDIA DO NORTE","PA","2016","2927","5843","828","83","162","996"
"150543","OURILÂNDIA DO NORTE","PA","2005","903","2347","","","",""
"150543","OURILÂNDIA DO NORTE","PA","2019","3807","6404","808","118","237","1417"
"150543","OURILÂNDIA DO NORTE","PA","2007","1362","3168","","","",""
"150543","OURILÂNDIA DO NORTE","PA","2012","2092","4448","576","40","46","310"
"150543","OURILÂNDIA DO NORTE","PA","2004","842","2177","","","",""
"150543","OURILÂNDIA DO NORTE","PA","2021","3641","5662","950","149","47","1537"
"150543","OURILÂNDIA DO NORTE","PA","2017","3420","6309","839","128","211","1195"
"150543","OURILÂNDIA DO NORTE","PA","2013","2491","5230","551","64","20","458"
"150543","OURILÂNDIA DO NORTE","PA","2018","3628","6506","834","135","217","1181"
"150543","OURILÂNDIA DO NORTE","PA","2020","3813","6132","837","1","109","1512"
"150543","OURILÂNDIA DO NORTE","PA","2014","3104","5902","773","84","138","911"
"150543","OURILÂNDIA DO NORTE","PA","2010","1560","3477","231","","",""
"150543","OURILÂNDIA DO NORTE","PA","2008","1344","2977","316","","",""
"150543","OURILÂNDIA DO NORTE","PA","2011","1732","4041","380","14","4",""
"150543","OURILÂNDIA DO NORTE","PA","2009","1665","3477","319","","",""
"150548","PACAJÁ","PA","2017","7754","11768","1764","301","440","6579"
"150548","PACAJÁ","PA","2018","7363","11238","1716","229","392","5746"
"150548","PACAJÁ","PA","2013","5555","10133","1590","20","17","3813"
"150548","PACAJÁ","PA","2019","7109","11019","1695","229","436","5724"
"150548","PACAJÁ","PA","2020","7801","11085","1663","13","206","6396"
"150548","PACAJÁ","PA","2005","1850","4242","","","",""
"150548","PACAJÁ","PA","2007","3182","6752","","","",""
"150548","PACAJÁ","PA","2014","6511","10957","1833","163","287","5599"
"150548","PACAJÁ","PA","2008","3268","7362","899","","",""
"150548","PACAJÁ","PA","2006","2863","6404","","","",""
"150548","PACAJÁ","PA","2009","4946","9743","1024","","",""
"150548","PACAJÁ","PA","2016","7101","11484","1831","230","188","6176"
"150548","PACAJÁ","PA","2015","7045","11341","1801","180","165","5957"
"150548","PACAJÁ","PA","2011","4860","9476","1315","2","3",""
"150548","PACAJÁ","PA","2021","7666","10570","1770","300","90","6437"
"150548","PACAJÁ","PA","2010","4824","9225","725","","",""
"150548","PACAJÁ","PA","2012","5232","9896","1735","114","32","2585"
"150548","PACAJÁ","PA","2004","1719","3854","","","",""
"150549","PALESTINA DO PARÁ","PA","2018","1494","2147","406","60","58","1280"
"150549","PALESTINA DO PARÁ","PA","2006","907","1767","","","",""
"150549","PALESTINA DO PARÁ","PA","2016","1437","2323","401","50","65","1243"
"150549","PALESTINA DO PARÁ","PA","2011","1234","2024","277","12","9",""
"150549","PALESTINA DO PARÁ","PA","2015","1286","2218","355","28","45","1147"
"150549","PALESTINA DO PARÁ","PA","2009","1062","1743","265","","",""
"150549","PALESTINA DO PARÁ","PA","2005","592","1286","","","",""
"150549","PALESTINA DO PARÁ","PA","2013","1352","2202","324","34","21","1074"
"150549","PALESTINA DO PARÁ","PA","2008","833","1446","219","","",""
"150549","PALESTINA DO PARÁ","PA","2007","892","1617","","","",""
"150549","PALESTINA DO PARÁ","PA","2019","1413","1957","352","39","72","1170"
"150549","PALESTINA DO PARÁ","PA","2004","521","1077","","","",""
"150549","PALESTINA DO PARÁ","PA","2014","1363","2219","410","35","56","1210"
"150549","PALESTINA DO PARÁ","PA","2020","1392","1871","327","4","49","1147"
"150549","PALESTINA DO PARÁ","PA","2021","1345","1724","322","39","18","1127"
"150549","PALESTINA DO PARÁ","PA","2017","1520","2264","404","52","63","1325"
"150549","PALESTINA DO PARÁ","PA","2012","1374","2189","370","29","39","797"
"150549","PALESTINA DO PARÁ","PA","2010","1133","1809","189","","",""
"150550","PARAGOMINAS","PA","2009","6797","16162","1634","","",""
"150550","PARAGOMINAS","PA","2019","7346","16064","2555","264","411","1131"
"150550","PARAGOMINAS","PA","2020","9088","16610","2574","5","248","1340"
"150550","PARAGOMINAS","PA","2008","4751","11546","1534","","",""
"150550","PARAGOMINAS","PA","2021","8000","15718","2883","348","127","1491"
"150550","PARAGOMINAS","PA","2007","5632","13354","","","",""
"150550","PARAGOMINAS","PA","2011","9227","20521","1804","52","3",""
"150550","PARAGOMINAS","PA","2004","4861","11099","","","",""
"150550","PARAGOMINAS","PA","2012","9867","20798","2660","124","21","2672"
"150550","PARAGOMINAS","PA","2006","7076","15422","","","",""
"150550","PARAGOMINAS","PA","2014","9761","20600","2944","182","86","1409"
"150550","PARAGOMINAS","PA","2005","5838","13718","","","",""
"150550","PARAGOMINAS","PA","2017","7501","18401","2708","335","479","931"
"150550","PARAGOMINAS","PA","2013","10127","21337","2378","153","55","2488"
"150550","PARAGOMINAS","PA","2010","8540","19157","1258","","",""
"150550","PARAGOMINAS","PA","2018","7910","17721","2599","332","607","1047"
"150550","PARAGOMINAS","PA","2016","7787","19895","3031","354","551","1172"
"150550","PARAGOMINAS","PA","2015","9300","20421","3002","284","110","1239"
"150553","PARAUAPEBAS","PA","2015","6625","20277","2589","108","107","833"
"150553","PARAUAPEBAS","PA","2020","9442","20809","2824","4","398","1904"
"150553","PARAUAPEBAS","PA","2008","4045","12103","1266","","",""
"150553","PARAUAPEBAS","PA","2021","8418","19668","3332","446","234","2129"
"150553","PARAUAPEBAS","PA","2019","6293","17418","2482","219","484","1068"
"150553","PARAUAPEBAS","PA","2006","4696","13900","","","",""
"150553","PARAUAPEBAS","PA","2013","5466","16107","1782","47","40","381"
"150553","PARAUAPEBAS","PA","2005","4798","11873","","","",""
"150553","PARAUAPEBAS","PA","2010","4677","17573","1205","","",""
"150553","PARAUAPEBAS","PA","2016","4723","18762","2723","124","331","793"
"150553","PARAUAPEBAS","PA","2011","4850","16059","1550","38","12",""
"150553","PARAUAPEBAS","PA","2014","6668","18566","2422","156","59","699"
"150553","PARAUAPEBAS","PA","2017","4703","16603","2256","167","260","599"
"150553","PARAUAPEBAS","PA","2012","5628","16360","2102","79","57","369"
"150553","PARAUAPEBAS","PA","2018","5667","18108","2456","234","117","733"
"150553","PARAUAPEBAS","PA","2004","3245","7270","","","",""
"150553","PARAUAPEBAS","PA","2009","4658","17830","1350","","",""
"150553","PARAUAPEBAS","PA","2007","4986","13874","","","",""
"150555","PAU DARCO","PA","2014","1025","1473","296","22","4","609"
"150555","PAU DARCO","PA","2020","1010","1346","174","1","32","622"
"150555","PAU DARCO","PA","2005","386","935","","","",""
"150555","PAU DARCO","PA","2019","900","1237","167","20","40","577"
"150555","PAU DARCO","PA","2010","812","1498","203","","",""
"150555","PAU DARCO","PA","2009","779","1501","219","","",""
"150555","PAU DARCO","PA","2015","922","1392","219","18","24","702"
"150555","PAU DARCO","PA","2006","601","1731","","","",""
"150555","PAU DARCO","PA","2021","983","1267","206","28","11","631"
"150555","PAU DARCO","PA","2013","973","1461","257","6","23","389"
"150555","PAU DARCO","PA","2017","965","1340","204","36","16","697"
"150555","PAU DARCO","PA","2016","964","1424","206","26","42","726"
"150555","PAU DARCO","PA","2007","633","1639","","","",""
"150555","PAU DARCO","PA","2018","956","1315","200","39","43","642"
"150555","PAU DARCO","PA","2012","915","1400","292","3","7","222"
"150555","PAU DARCO","PA","2011","889","1523","230","18","4",""
"150555","PAU DARCO","PA","2008","633","1509","166","","",""
"150555","PAU DARCO","PA","2004","379","864","","","",""
"150560","PEIXE-BOI","PA","2014","1408","1908","327","28","12","706"
"150560","PEIXE-BOI","PA","2005","398","897","","","",""
"150560","PEIXE-BOI","PA","2011","1376","2111","149","18","4",""
"150560","PEIXE-BOI","PA","2012","1445","2036","324","25","16","507"
"150560","PEIXE-BOI","PA","2018","1007","1364","281","28","31","390"
"150560","PEIXE-BOI","PA","2016","1101","1604","331","14","20","560"
"150560","PEIXE-BOI","PA","2019","960","1273","267","17","25","395"
"150560","PEIXE-BOI","PA","2015","1359","1806","325","30","7","658"
"150560","PEIXE-BOI","PA","2004","317","714","","","",""
"150560","PEIXE-BOI","PA","2007","1096","2010","","","",""
"150560","PEIXE-BOI","PA","2017","1012","1451","308","27","61","413"
"150560","PEIXE-BOI","PA","2013","1510","2033","279","8","23","742"
"150560","PEIXE-BOI","PA","2010","1043","1625","211","","",""
"150560","PEIXE-BOI","PA","2009","1083","1763","248","","",""
"150560","PEIXE-BOI","PA","2008","1087","1865","188","","",""
"150560","PEIXE-BOI","PA","2006","971","1943","","","",""
"150560","PEIXE-BOI","PA","2020","1096","1304","253","1","19","444"
"150560","PEIXE-BOI","PA","2021","1088","1281","281","36","12","450"
"150563","PIÇARRA","PA","2006","1380","2761","","","",""
"150563","PIÇARRA","PA","2011","1840","3281","397","17","",""
"150563","PIÇARRA","PA","2019","1112","2174","338","35","72","369"
"150563","PIÇARRA","PA","2014","1760","2953","537","36","46","689"
"150563","PIÇARRA","PA","2004","319","824","","","",""
"150563","PIÇARRA","PA","2008","1446","2478","385","","",""
"150563","PIÇARRA","PA","2007","1417","2696","","","",""
"150563","PIÇARRA","PA","2012","1901","3261","520","36","0","485"
"150563","PIÇARRA","PA","2013","1894","3213","462","27","37","708"
"150563","PIÇARRA","PA","2010","1506","2812","271","","",""
"150563","PIÇARRA","PA","2020","1346","2324","342","10","57","434"
"150563","PIÇARRA","PA","2005","852","1941","","","",""
"150563","PIÇARRA","PA","2017","1250","2526","390","47","41","466"
"150563","PIÇARRA","PA","2018","1211","2403","356","41","59","428"
"150563","PIÇARRA","PA","2021","1307","2296","372","52","16","477"
"150563","PIÇARRA","PA","2015","1631","2835","486","34","55","583"
"150563","PIÇARRA","PA","2009","1550","2770","382","","",""
"150563","PIÇARRA","PA","2016","1335","2751","460","26","64","543"
"150565","PLACAS","PA","2019","2857","4174","648","88","71","2578"
"150565","PLACAS","PA","2006","859","2131","","","",""
"150565","PLACAS","PA","2012","2432","4368","690","54","52","1122"
"150565","PLACAS","PA","2010","1832","3604","347","","",""
"150565","PLACAS","PA","2014","2747","4482","661","92","54","2053"
"150565","PLACAS","PA","2005","757","1610","","","",""
"150565","PLACAS","PA","2007","929","2241","","","",""
"150565","PLACAS","PA","2013","2509","4455","609","48","30","1535"
"150565","PLACAS","PA","2016","2890","4630","682","94","139","2530"
"150565","PLACAS","PA","2011","2308","4345","498","25","25",""
"150565","PLACAS","PA","2015","2787","4499","654","77","28","2152"
"150565","PLACAS","PA","2021","3267","4084","770","102","33","2921"
"150565","PLACAS","PA","2020","3168","4259","680","3","125","2788"
"150565","PLACAS","PA","2004","697","1476","","","",""
"150565","PLACAS","PA","2017","2856","4373","649","96","106","2524"
"150565","PLACAS","PA","2018","3007","4368","667","125","173","2693"
"150565","PLACAS","PA","2008","1130","2525","289","","",""
"150565","PLACAS","PA","2009","1652","3394","331","","",""
"150570","PONTA DE PEDRAS","PA","2017","4624","6955","1160","128","205","1839"
"150570","PONTA DE PEDRAS","PA","2005","1563","2979","","","",""
"150570","PONTA DE PEDRAS","PA","2008","2185","4232","502","","",""
"150570","PONTA DE PEDRAS","PA","2013","3768","6726","1031","72","97","1752"
"150570","PONTA DE PEDRAS","PA","2007","2195","4585","","","",""
"150570","PONTA DE PEDRAS","PA","2004","1340","2468","","","",""
"150570","PONTA DE PEDRAS","PA","2011","3319","6328","743","14","15",""
"150570","PONTA DE PEDRAS","PA","2006","2183","4786","","","",""
"150570","PONTA DE PEDRAS","PA","2021","4632","5827","1261","144","51","1332"
"150570","PONTA DE PEDRAS","PA","2020","4734","6251","1204","0","125","1318"
"150570","PONTA DE PEDRAS","PA","2019","4733","6540","1144","115","219","1262"
"150570","PONTA DE PEDRAS","PA","2014","4298","7178","1158","119","153","2279"
"150570","PONTA DE PEDRAS","PA","2016","4188","6668","1075","107","139","2074"
"150570","PONTA DE PEDRAS","PA","2018","4847","6928","1221","145","233","1620"
"150570","PONTA DE PEDRAS","PA","2015","3837","6591","1074","88","142","2107"
"150570","PONTA DE PEDRAS","PA","2010","2923","5500","523","","",""
"150570","PONTA DE PEDRAS","PA","2009","2357","4734","647","","",""
"150570","PONTA DE PEDRAS","PA","2012","3523","6350","1121","50","58","1264"
"150580","PORTEL","PA","2008","3836","8628","1216","","",""
"150580","PORTEL","PA","2013","6728","16333","2489","82","28","3067"
"150580","PORTEL","PA","2020","7529","16412","2773","16","175","1491"
