year,areakm,municipality,geocode_ibge,state,FullLocation,Ano,Código do Município,Nome do Município,"Produto Interno Bruto per capita, 
a preços correntes
(R$ 1,00)"
2008,3.729962599266917,Bagre,1501105,Pará,"Bagre, Pará, Brazil",2008.0,1501105.0,Bagre,2753.69
2009,1.8954041904523848,Bagre,1501105,Pará,"Bagre, Pará, Brazil",2009.0,1501105.0,Bagre,3106.38
2010,17.41546002354218,Bagre,1501105,Pará,"Bagre, Pará, Brazil",2010.0,1501105.0,Bagre,3305.18
2011,2.3288812893775748,Bagre,1501105,Pará,"Bagre, Pará, Brazil",2011.0,1501105.0,Bagre,3598.11
2012,0.929338138022671,Bagre,1501105,Pará,"Bagre, Pará, Brazil",2012.0,1501105.0,Bagre,4035.98
2013,0.530385429987338,Bagre,1501105,Pará,"Bagre, Pará, Brazil",2013.0,1501105.0,Bagre,5299.96
2014,0.2483252241263511,Bagre,1501105,Pará,"Bagre, Pará, Brazil",2014.0,1501105.0,Bagre,5070.95
2015,0.7387224314045557,Bagre,1501105,Pará,"Bagre, Pará, Brazil",2015.0,1501105.0,Bagre,5217.25
2016,1.7546107989889184,Bagre,1501105,Pará,"Bagre, Pará, Brazil",2016.0,1501105.0,Bagre,5676.56
2017,1.4162216740498017,Bagre,1501105,Pará,"Bagre, Pará, Brazil",2017.0,1501105.0,Bagre,5912.86
2018,0.8335443723266429,Bagre,1501105,Pará,"Bagre, Pará, Brazil",2018.0,1501105.0,Bagre,6922.3
2019,2.3076127750144755,Bagre,1501105,Pará,"Bagre, Pará, Brazil",2019.0,1501105.0,Bagre,6623.42
2020,3.262905085974025,Bagre,1501105,Pará,"Bagre, Pará, Brazil",2020.0,1501105.0,Bagre,7439.5
2021,6.139765411567087,Bagre,1501105,Pará,"Bagre, Pará, Brazil",2021.0,1501105.0,Bagre,7837.69
2022,3.423215062520164,Bagre,1501105,Pará,"Bagre, Pará, Brazil",,,,
2023,2.5254595424642443,Bagre,1501105,Pará,"Bagre, Pará, Brazil",,,,
2024,9.166950247959756,Bagre,1501105,Pará,"Bagre, Pará, Brazil",,,,
2008,18.189126123065314,Baião,1501204,Pará,"Baião, Pará, Brazil",2008.0,1501204.0,Baião,3867.15
2009,13.37321349896312,Baião,1501204,Pará,"Baião, Pará, Brazil",2009.0,1501204.0,Baião,4346.63
2010,22.770897576866844,Baião,1501204,Pará,"Baião, Pará, Brazil",2010.0,1501204.0,Baião,4586.5
2011,7.449636621836762,Baião,1501204,Pará,"Baião, Pará, Brazil",2011.0,1501204.0,Baião,5132.91
2012,7.943589465162184,Baião,1501204,Pará,"Baião, Pará, Brazil",2012.0,1501204.0,Baião,5175.07
2013,6.248279375796436,Baião,1501204,Pará,"Baião, Pará, Brazil",2013.0,1501204.0,Baião,6274.04
2014,3.7988688367965215,Baião,1501204,Pará,"Baião, Pará, Brazil",2014.0,1501204.0,Baião,6088.96
2015,4.447080623743764,Baião,1501204,Pará,"Baião, Pará, Brazil",2015.0,1501204.0,Baião,7024.91
2016,5.637623806271399,Baião,1501204,Pará,"Baião, Pará, Brazil",2016.0,1501204.0,Baião,7533.81
2017,5.195260557905026,Baião,1501204,Pará,"Baião, Pará, Brazil",2017.0,1501204.0,Baião,7733.58
2018,9.904301788298763,Baião,1501204,Pará,"Baião, Pará, Brazil",2018.0,1501204.0,Baião,7468.88
2019,7.213567536953947,Baião,1501204,Pará,"Baião, Pará, Brazil",2019.0,1501204.0,Baião,9969.77
2020,6.4378955300408505,Baião,1501204,Pará,"Baião, Pará, Brazil",2020.0,1501204.0,Baião,12712.1
2021,14.626811051015334,Baião,1501204,Pará,"Baião, Pará, Brazil",2021.0,1501204.0,Baião,11367.06
2022,8.88871127613803,Baião,1501204,Pará,"Baião, Pará, Brazil",,,,
2023,8.636148042028255,Baião,1501204,Pará,"Baião, Pará, Brazil",,,,
2024,8.2457877125727,Baião,1501204,Pará,"Baião, Pará, Brazil",,,,
2008,48.19768959622592,Bannach,1501253,Pará,"Bannach, Pará, Brazil",2008.0,1501253.0,Bannach,6926.57
2009,15.75021012226215,Bannach,1501253,Pará,"Bannach, Pará, Brazil",2009.0,1501253.0,Bannach,7016.47
2010,5.626748512739445,Bannach,1501253,Pará,"Bannach, Pará, Brazil",2010.0,1501253.0,Bannach,9963.57
2011,5.637564126525146,Bannach,1501253,Pará,"Bannach, Pará, Brazil",2011.0,1501253.0,Bannach,12347.38
2012,6.856376585199117,Bannach,1501253,Pará,"Bannach, Pará, Brazil",2012.0,1501253.0,Bannach,13848.25
2013,4.588609429659391,Bannach,1501253,Pará,"Bannach, Pará, Brazil",2013.0,1501253.0,Bannach,15383.71
2014,2.722014920379713,Bannach,1501253,Pará,"Bannach, Pará, Brazil",2014.0,1501253.0,Bannach,17748.91
2015,22.55840616562278,Bannach,1501253,Pará,"Bannach, Pará, Brazil",2015.0,1501253.0,Bannach,20881.74
2016,10.899227525839992,Bannach,1501253,Pará,"Bannach, Pará, Brazil",2016.0,1501253.0,Bannach,24658.45
2017,5.474697898378843,Bannach,1501253,Pará,"Bannach, Pará, Brazil",2017.0,1501253.0,Bannach,23895.29
2018,1.5762031334045434,Bannach,1501253,Pará,"Bannach, Pará, Brazil",2018.0,1501253.0,Bannach,23602.57
2019,2.33903746550727,Bannach,1501253,Pará,"Bannach, Pará, Brazil",2019.0,1501253.0,Bannach,24641.45
2020,2.2073268699814954,Bannach,1501253,Pará,"Bannach, Pará, Brazil",2020.0,1501253.0,Bannach,30877.73
2021,4.973123688684324,Bannach,1501253,Pará,"Bannach, Pará, Brazil",2021.0,1501253.0,Bannach,39829.41
2022,4.0131369990587045,Bannach,1501253,Pará,"Bannach, Pará, Brazil",,,,
2023,2.5774232949011187,Bannach,1501253,Pará,"Bannach, Pará, Brazil",,,,
2024,0.4488173033363762,Bannach,1501253,Pará,"Bannach, Pará, Brazil",,,,
2008,1.0529854917433707,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",2008.0,1501303.0,Barcarena,25733.4
2009,2.6698720642854235,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",2009.0,1501303.0,Barcarena,22435.21
2010,1.900212770289138,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",2010.0,1501303.0,Barcarena,22316.13
2011,1.014289579377479,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",2011.0,1501303.0,Barcarena,23964.6
2012,2.380321866599103,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",2012.0,1501303.0,Barcarena,19039.23
2013,0.8208145326228476,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",2013.0,1501303.0,Barcarena,24177.97
2014,0.9981172353531992,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",2014.0,1501303.0,Barcarena,34563.85
2015,0.3385868101845967,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",2015.0,1501303.0,Barcarena,47617.82
2016,0.6957550475316067,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",2016.0,1501303.0,Barcarena,42300.45
2017,2.771739881577088,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",2017.0,1501303.0,Barcarena,39761.28
2018,0.8198216197288102,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",2018.0,1501303.0,Barcarena,38738.09
2019,0.0651331702789667,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",2019.0,1501303.0,Barcarena,43028.91
2020,2.595801271652761,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",2020.0,1501303.0,Barcarena,58520.2
2021,1.9707142055497129,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",2021.0,1501303.0,Barcarena,71473.92
2022,0.5589819380731667,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",,,,
2023,0.2622620697564283,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",,,,
2024,0.9248952619247224,Barcarena,1501303,Pará,"Barcarena, Pará, Brazil",,,,
2008,4.914166798366392,Belterra,1501451,Pará,"Belterra, Pará, Brazil",2008.0,1501451.0,Belterra,6270.25
2009,6.591619054978241,Belterra,1501451,Pará,"Belterra, Pará, Brazil",2009.0,1501451.0,Belterra,7717.17
2010,4.254887657677253,Belterra,1501451,Pará,"Belterra, Pará, Brazil",2010.0,1501451.0,Belterra,6730.66
2011,1.57381735551226,Belterra,1501451,Pará,"Belterra, Pará, Brazil",2011.0,1501451.0,Belterra,9795.94
2012,2.287433894828356,Belterra,1501451,Pará,"Belterra, Pará, Brazil",2012.0,1501451.0,Belterra,9076.92
2013,0.6813660034618608,Belterra,1501451,Pará,"Belterra, Pará, Brazil",2013.0,1501451.0,Belterra,15976.42
2014,1.2433346800757477,Belterra,1501451,Pará,"Belterra, Pará, Brazil",2014.0,1501451.0,Belterra,14865.1
2015,11.024986500285868,Belterra,1501451,Pará,"Belterra, Pará, Brazil",2015.0,1501451.0,Belterra,8220.93
2016,4.516900902660239,Belterra,1501451,Pará,"Belterra, Pará, Brazil",2016.0,1501451.0,Belterra,8855.78
2017,1.9695218605179317,Belterra,1501451,Pará,"Belterra, Pará, Brazil",2017.0,1501451.0,Belterra,9163.73
2018,2.609915616893163,Belterra,1501451,Pará,"Belterra, Pará, Brazil",2018.0,1501451.0,Belterra,9029.27
2019,5.119922255347949,Belterra,1501451,Pará,"Belterra, Pará, Brazil",2019.0,1501451.0,Belterra,9204.73
2020,4.472799634742418,Belterra,1501451,Pará,"Belterra, Pará, Brazil",2020.0,1501451.0,Belterra,10469.7
2021,16.357264222548498,Belterra,1501451,Pará,"Belterra, Pará, Brazil",2021.0,1501451.0,Belterra,13218.69
2022,12.781629897724226,Belterra,1501451,Pará,"Belterra, Pará, Brazil",,,,
2023,7.535339266809309,Belterra,1501451,Pará,"Belterra, Pará, Brazil",,,,
2024,5.789922864492604,Belterra,1501451,Pará,"Belterra, Pará, Brazil",,,,
2008,0.9463791479236942,Belém,1501402,Pará,"Belém, Pará, Brazil",2008.0,1501402.0,Belém,11097.07
2009,0.0836766060327044,Belém,1501402,Pará,"Belém, Pará, Brazil",2009.0,1501402.0,Belém,12030.38
2010,0.9111970347183526,Belém,1501402,Pará,"Belém, Pará, Brazil",2010.0,1501402.0,Belém,13506.19
2011,0.2528677402182715,Belém,1501402,Pará,"Belém, Pará, Brazil",2011.0,1501402.0,Belém,15282.45
2012,0.2312154756176725,Belém,1501402,Pará,"Belém, Pará, Brazil",2012.0,1501402.0,Belém,18690.76
2013,0.0,Belém,1501402,Pará,"Belém, Pará, Brazil",2013.0,1501402.0,Belém,19032.8
2014,0.0,Belém,1501402,Pará,"Belém, Pará, Brazil",2014.0,1501402.0,Belém,20021.36
2015,0.2652994158908736,Belém,1501402,Pará,"Belém, Pará, Brazil",2015.0,1501402.0,Belém,20294.41
2016,0.2791012316031885,Belém,1501402,Pará,"Belém, Pará, Brazil",2016.0,1501402.0,Belém,20377.62
2017,0.2745997404854384,Belém,1501402,Pará,"Belém, Pará, Brazil",2017.0,1501402.0,Belém,20825.79
2018,0.9250682041417084,Belém,1501402,Pará,"Belém, Pará, Brazil",2018.0,1501402.0,Belém,21187.72
2019,1.2596062241888322,Belém,1501402,Pará,"Belém, Pará, Brazil",2019.0,1501402.0,Belém,21686.87
2020,0.2269493568734152,Belém,1501402,Pará,"Belém, Pará, Brazil",2020.0,1501402.0,Belém,20537.29
2021,0.4766750165400838,Belém,1501402,Pará,"Belém, Pará, Brazil",2021.0,1501402.0,Belém,22216.33
2022,0.0709662238515368,Belém,1501402,Pará,"Belém, Pará, Brazil",,,,
2023,0.0,Belém,1501402,Pará,"Belém, Pará, Brazil",,,,
2024,0.0823996451594048,Belém,1501402,Pará,"Belém, Pará, Brazil",,,,
2008,0.0595857317240051,Benevides,1501501,Pará,"Benevides, Pará, Brazil",2008.0,1501501.0,Benevides,11257.85
2009,0.0,Benevides,1501501,Pará,"Benevides, Pará, Brazil",2009.0,1501501.0,Benevides,10569.58
2010,0.0506723565093496,Benevides,1501501,Pará,"Benevides, Pará, Brazil",2010.0,1501501.0,Benevides,11242.99
2011,0.0,Benevides,1501501,Pará,"Benevides, Pará, Brazil",2011.0,1501501.0,Benevides,12627.51
2012,0.0,Benevides,1501501,Pará,"Benevides, Pará, Brazil",2012.0,1501501.0,Benevides,14688.02
2013,0.1593906043877683,Benevides,1501501,Pará,"Benevides, Pará, Brazil",2013.0,1501501.0,Benevides,16426.95
2014,0.0,Benevides,1501501,Pará,"Benevides, Pará, Brazil",2014.0,1501501.0,Benevides,18300.57
2015,0.1121378501094913,Benevides,1501501,Pará,"Benevides, Pará, Brazil",2015.0,1501501.0,Benevides,20499.97
2016,0.0,Benevides,1501501,Pará,"Benevides, Pará, Brazil",2016.0,1501501.0,Benevides,21576.73
2017,0.2057301056962926,Benevides,1501501,Pará,"Benevides, Pará, Brazil",2017.0,1501501.0,Benevides,22856.58
2018,0.247922637043346,Benevides,1501501,Pará,"Benevides, Pará, Brazil",2018.0,1501501.0,Benevides,25771.03
2019,0.0649181483716171,Benevides,1501501,Pará,"Benevides, Pará, Brazil",2019.0,1501501.0,Benevides,24842.81
2020,0.3126067787899284,Benevides,1501501,Pará,"Benevides, Pará, Brazil",2020.0,1501501.0,Benevides,26307.67
2021,0.1387651292502097,Benevides,1501501,Pará,"Benevides, Pará, Brazil",2021.0,1501501.0,Benevides,30668.86
2022,0.3526069997552247,Benevides,1501501,Pará,"Benevides, Pará, Brazil",,,,
2023,0.0,Benevides,1501501,Pará,"Benevides, Pará, Brazil",,,,
2024,0.0693505980993013,Benevides,1501501,Pará,"Benevides, Pará, Brazil",,,,
2008,10.47473730714948,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",2008.0,1501576.0,Bom Jesus do Tocantins,4533.04
2009,5.445274024328468,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",2009.0,1501576.0,Bom Jesus do Tocantins,4902.25
2010,7.433909068639227,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",2010.0,1501576.0,Bom Jesus do Tocantins,5695.65
2011,2.285196314640576,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",2011.0,1501576.0,Bom Jesus do Tocantins,6088.48
2012,1.7912188512196603,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",2012.0,1501576.0,Bom Jesus do Tocantins,5406.18
2013,6.021401244319132,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",2013.0,1501576.0,Bom Jesus do Tocantins,6670.56
2014,5.643421885901724,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",2014.0,1501576.0,Bom Jesus do Tocantins,7536.74
2015,5.453837003967204,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",2015.0,1501576.0,Bom Jesus do Tocantins,8287.33
2016,8.02434180095156,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",2016.0,1501576.0,Bom Jesus do Tocantins,9386.43
2017,5.729283114166332,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",2017.0,1501576.0,Bom Jesus do Tocantins,9967.74
2018,6.837072593056616,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",2018.0,1501576.0,Bom Jesus do Tocantins,10449.62
2019,7.341076719352999,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",2019.0,1501576.0,Bom Jesus do Tocantins,10248.21
2020,19.12632502951376,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",2020.0,1501576.0,Bom Jesus do Tocantins,12159.01
2021,7.988915614780818,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",2021.0,1501576.0,Bom Jesus do Tocantins,14134.87
2022,6.514273465642027,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",,,,
2023,5.859158131212388,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",,,,
2024,3.009177170429749,Bom Jesus do Tocantins,1501576,Pará,"Bom Jesus do Tocantins, Pará, Brazil",,,,
2008,6.730499131034957,Bonito,1501600,Pará,"Bonito, Pará, Brazil",2008.0,1501600.0,Bonito,3222.47
2009,0.6206006351992479,Bonito,1501600,Pará,"Bonito, Pará, Brazil",2009.0,1501600.0,Bonito,3783.57
2010,1.3611884845730318,Bonito,1501600,Pará,"Bonito, Pará, Brazil",2010.0,1501600.0,Bonito,4166.41
2011,1.732262927957172,Bonito,1501600,Pará,"Bonito, Pará, Brazil",2011.0,1501600.0,Bonito,3943.83
2012,0.0,Bonito,1501600,Pará,"Bonito, Pará, Brazil",2012.0,1501600.0,Bonito,3867.21
2013,0.5600819081400658,Bonito,1501600,Pará,"Bonito, Pará, Brazil",2013.0,1501600.0,Bonito,5414.03
2014,0.2831476418802717,Bonito,1501600,Pará,"Bonito, Pará, Brazil",2014.0,1501600.0,Bonito,5433.27
2015,0.8243826709289879,Bonito,1501600,Pará,"Bonito, Pará, Brazil",2015.0,1501600.0,Bonito,5650.56
2016,0.762362469911153,Bonito,1501600,Pará,"Bonito, Pará, Brazil",2016.0,1501600.0,Bonito,6971.65
2017,0.6270054408536208,Bonito,1501600,Pará,"Bonito, Pará, Brazil",2017.0,1501600.0,Bonito,8607.4
2018,0.0,Bonito,1501600,Pará,"Bonito, Pará, Brazil",2018.0,1501600.0,Bonito,9463.03
2019,0.0,Bonito,1501600,Pará,"Bonito, Pará, Brazil",2019.0,1501600.0,Bonito,9818.72
2020,0.2398148377480722,Bonito,1501600,Pará,"Bonito, Pará, Brazil",2020.0,1501600.0,Bonito,11479.32
2021,0.19806798848284,Bonito,1501600,Pará,"Bonito, Pará, Brazil",2021.0,1501600.0,Bonito,12325.25
2022,0.0,Bonito,1501600,Pará,"Bonito, Pará, Brazil",,,,
2023,0.3180252475872577,Bonito,1501600,Pará,"Bonito, Pará, Brazil",,,,
2024,0.0,Bonito,1501600,Pará,"Bonito, Pará, Brazil",,,,
2008,1.1796124053788006,Bragança,1501709,Pará,"Bragança, Pará, Brazil",2008.0,1501709.0,Bragança,3730.86
2009,6.069483564977663,Bragança,1501709,Pará,"Bragança, Pará, Brazil",2009.0,1501709.0,Bragança,4047.2
2010,2.6568075711114605,Bragança,1501709,Pará,"Bragança, Pará, Brazil",2010.0,1501709.0,Bragança,4500.26
2011,0.8893184027870515,Bragança,1501709,Pará,"Bragança, Pará, Brazil",2011.0,1501709.0,Bragança,5343.29
2012,0.2135453660851602,Bragança,1501709,Pará,"Bragança, Pará, Brazil",2012.0,1501709.0,Bragança,6511.6
2013,0.0,Bragança,1501709,Pará,"Bragança, Pará, Brazil",2013.0,1501709.0,Bragança,8243.92
2014,1.1157302991383369,Bragança,1501709,Pará,"Bragança, Pará, Brazil",2014.0,1501709.0,Bragança,7593.92
2015,0.5054107110781713,Bragança,1501709,Pará,"Bragança, Pará, Brazil",2015.0,1501709.0,Bragança,8039.27
2016,0.0,Bragança,1501709,Pará,"Bragança, Pará, Brazil",2016.0,1501709.0,Bragança,8527.81
2017,0.5675682037131788,Bragança,1501709,Pará,"Bragança, Pará, Brazil",2017.0,1501709.0,Bragança,8986.85
2018,0.2933403563327446,Bragança,1501709,Pará,"Bragança, Pará, Brazil",2018.0,1501709.0,Bragança,8918.46
2019,0.2240347140376205,Bragança,1501709,Pará,"Bragança, Pará, Brazil",2019.0,1501709.0,Bragança,9104.59
2020,0.4047862955162705,Bragança,1501709,Pará,"Bragança, Pará, Brazil",2020.0,1501709.0,Bragança,10703.59
2021,0.3013269510510274,Bragança,1501709,Pará,"Bragança, Pará, Brazil",2021.0,1501709.0,Bragança,10679.0
2022,0.0,Bragança,1501709,Pará,"Bragança, Pará, Brazil",,,,
2023,0.4817944497707972,Bragança,1501709,Pará,"Bragança, Pará, Brazil",,,,
2024,0.1252943659340508,Bragança,1501709,Pará,"Bragança, Pará, Brazil",,,,
2008,16.809881593363137,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",2008.0,1501725.0,Brasil Novo,4368.38
2009,56.84402398242315,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",2009.0,1501725.0,Brasil Novo,4920.39
2010,49.74209643857452,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",2010.0,1501725.0,Brasil Novo,5818.72
2011,38.42610071517483,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",2011.0,1501725.0,Brasil Novo,8334.78
2012,8.781721457930635,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",2012.0,1501725.0,Brasil Novo,7199.17
2013,31.834586596527743,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",2013.0,1501725.0,Brasil Novo,10360.34
2014,8.630078431585876,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",2014.0,1501725.0,Brasil Novo,12014.82
2015,10.758860589181308,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",2015.0,1501725.0,Brasil Novo,13931.94
2016,6.590823748087558,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",2016.0,1501725.0,Brasil Novo,15431.12
2017,27.730716380404257,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",2017.0,1501725.0,Brasil Novo,16343.04
2018,18.837402755819745,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",2018.0,1501725.0,Brasil Novo,16578.09
2019,25.98942869118241,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",2019.0,1501725.0,Brasil Novo,18322.3
2020,26.709768973166256,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",2020.0,1501725.0,Brasil Novo,21543.82
2021,20.13104974435724,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",2021.0,1501725.0,Brasil Novo,25519.93
2022,8.633178766943887,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",,,,
2023,11.389685815383034,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",,,,
2024,9.077670736449804,Brasil Novo,1501725,Pará,"Brasil Novo, Pará, Brazil",,,,
2008,8.725023770125595,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",2008.0,1501758.0,Brejo Grande do Araguaia,3423.97
2009,3.153501900406379,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",2009.0,1501758.0,Brejo Grande do Araguaia,4023.21
2010,2.342027144822009,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",2010.0,1501758.0,Brejo Grande do Araguaia,4806.6
2011,2.159000226640494,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",2011.0,1501758.0,Brejo Grande do Araguaia,5464.64
2012,1.0805598490327113,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",2012.0,1501758.0,Brejo Grande do Araguaia,5650.79
2013,2.550958597489397,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",2013.0,1501758.0,Brejo Grande do Araguaia,6812.33
2014,2.755023606498184,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",2014.0,1501758.0,Brejo Grande do Araguaia,7834.02
2015,1.2073666791368294,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",2015.0,1501758.0,Brejo Grande do Araguaia,8886.79
2016,2.304399673206305,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",2016.0,1501758.0,Brejo Grande do Araguaia,10609.21
2017,1.924905189989322,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",2017.0,1501758.0,Brejo Grande do Araguaia,11218.76
2018,0.8991431867632397,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",2018.0,1501758.0,Brejo Grande do Araguaia,10573.2
2019,1.1953694982080023,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",2019.0,1501758.0,Brejo Grande do Araguaia,11052.23
2020,1.399318629713671,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",2020.0,1501758.0,Brejo Grande do Araguaia,12040.2
2021,1.9573248364599003,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",2021.0,1501758.0,Brejo Grande do Araguaia,15643.39
2022,1.8592801076324483,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",,,,
2023,1.0438773427233108,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",,,,
2024,0.5696696186158853,Brejo Grande do Araguaia,1501758,Pará,"Brejo Grande do Araguaia, Pará, Brazil",,,,
2008,67.46975631840208,Breu Branco,1501782,Pará,"Breu Branco, Pará, Brazil",2008.0,1501782.0,Breu Branco,7268.42
2009,17.53097447211231,Breu Branco,1501782,Pará,"Breu Branco, Pará, Brazil",2009.0,1501782.0,Breu Branco,5182.86
2010,53.98793163290937,Breu Branco,1501782,Pará,"Breu Branco, Pará, Brazil",2010.0,1501782.0,Breu Branco,10173.0
2011,14.775986062840952,Breu Branco,1501782,Pará,"Breu Branco, Pará, Brazil",2011.0,1501782.0,Breu Branco,11389.61
2012,17.12083197273353,Breu Branco,1501782,Pará,"Breu Branco, Pará, Brazil",2012.0,1501782.0,Breu Branco,7380.29
2013,11.181078429268773,Breu Branco,1501782,Pará,"Breu Branco, Pará, Brazil",2013.0,1501782.0,Breu Branco,8162.63
